instance_id,seed,best_objective,runtime,algorithm_name,deadline,encoding_type,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_selection_strategy,param_crossover_strategy,param_mutation_strategy,param_initialization_strategy,param_tournament_size,param_use_repair,param_elitism,param_local_search_strategy,param_local_search_interval,param_use_delay_factors,param_delay_mutation_rate,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_elite_size,param_path_strategy,param_local_search_eval_limit,param_tabu_tenure,param_neighborhood_size,param_aspiration_criterion,param_tabu_strategy,param_neighborhood_type,param_min_factor,param_max_factor,param_noimprove_threshold,param_w,param_c1,param_c2,param_restart_strategy,param_restart_threshold,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_hm_size,param_hmcr,param_par,param_par_min,param_par_max,param_parameter_strategy,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_neighborhood_strategy
J30_1.RCP,0,77.09210526315789,0.9315640926361084,GA_roulette_ox1_insertion_forward_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,73.25,0.9363729953765869,GA_roulette_ox1_insertion_forward_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.09210526315789,0.9239349365234375,GA_roulette_ox1_insertion_forward_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,73.25,0.6311569213867188,GA_roulette_ox1_insertion_forward_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.09210526315789,0.6428530216217041,GA_roulette_ox1_insertion_forward_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,73.25,0.6423099040985107,GA_roulette_ox1_insertion_forward_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.09210526315789,0.6440157890319824,GA_roulette_ox1_insertion_forward_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,insertion,forward,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.9213080406188965,GA_roulette_ox1_inversion_random_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.9276068210601807,GA_roulette_ox1_inversion_random_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.9347970485687256,GA_roulette_ox1_inversion_random_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.9296059608459473,GA_roulette_ox1_inversion_random_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.6397178173065186,GA_roulette_ox1_inversion_random_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.6304209232330322,GA_roulette_ox1_inversion_random_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.6218929290771484,GA_roulette_ox1_inversion_random_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.6310510635375977,GA_roulette_ox1_inversion_random_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,random,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.9255118370056152,GA_roulette_ox1_inversion_forward_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.9150047302246094,GA_roulette_ox1_inversion_forward_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.9284520149230957,GA_roulette_ox1_inversion_forward_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.9322869777679443,GA_roulette_ox1_inversion_forward_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.6282980442047119,GA_roulette_ox1_inversion_forward_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.6414198875427246,GA_roulette_ox1_inversion_forward_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.6336240768432617,GA_roulette_ox1_inversion_forward_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.6316683292388916,GA_roulette_ox1_inversion_forward_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,inversion,forward,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,81.72368421052632,0.9183948040008545,GA_roulette_ox1_scramble_random_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,78.09210526315789,0.9223301410675049,GA_roulette_ox1_scramble_random_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,81.72368421052632,0.9400360584259033,GA_roulette_ox1_scramble_random_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,78.09210526315789,0.9348318576812744,GA_roulette_ox1_scramble_random_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,81.72368421052632,0.6324629783630371,GA_roulette_ox1_scramble_random_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,78.09210526315789,0.6292171478271484,GA_roulette_ox1_scramble_random_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,81.72368421052632,0.6248838901519775,GA_roulette_ox1_scramble_random_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,78.09210526315789,0.6251380443572998,GA_roulette_ox1_scramble_random_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,random,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.9209578037261963,GA_roulette_ox1_scramble_forward_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.9342105263158,0.9234869480133057,GA_roulette_ox1_scramble_forward_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.917656660079956,GA_roulette_ox1_scramble_forward_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.9342105263158,0.9353151321411133,GA_roulette_ox1_scramble_forward_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.6265590190887451,GA_roulette_ox1_scramble_forward_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.9342105263158,0.6366510391235352,GA_roulette_ox1_scramble_forward_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.6267838478088379,GA_roulette_ox1_scramble_forward_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.9342105263158,0.6375012397766113,GA_roulette_ox1_scramble_forward_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,ox1,scramble,forward,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.878605842590332,GA_roulette_pmx_swap_random_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.8647220134735107,GA_roulette_pmx_swap_random_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,1.1038768291473389,GA_roulette_pmx_swap_random_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.8776309490203857,GA_roulette_pmx_swap_random_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.60752272605896,GA_roulette_pmx_swap_random_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.5918569564819336,GA_roulette_pmx_swap_random_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,80.09210526315789,0.5906260013580322,GA_roulette_pmx_swap_random_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.98684210526316,0.6072440147399902,GA_roulette_pmx_swap_random_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,random,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.8840610980987549,GA_roulette_pmx_swap_forward_repair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,True,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.8925409317016602,GA_roulette_pmx_swap_forward_repair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,True,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.8813049793243408,GA_roulette_pmx_swap_forward_repair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,True,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.8747949600219727,GA_roulette_pmx_swap_forward_repair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,True,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.5873520374298096,GA_roulette_pmx_swap_forward_noRepair_elitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,False,True,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.5929760932922363,GA_roulette_pmx_swap_forward_noRepair_elitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,False,True,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,76.72368421052632,0.5806479454040527,GA_roulette_pmx_swap_forward_noRepair_noElitism_none,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,False,False,none,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,77.61842105263158,0.584989070892334,GA_roulette_pmx_swap_forward_noRepair_noElitism_swap,38,activity_list,1000,0,50.0,0.9,0.1,60.0,roulette,pmx,swap,forward,3.0,False,False,swap,5.0,True,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
