instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_tabu_tenure,param_neighborhood_size,param_aspiration_criterion,param_tabu_strategy,param_min_factor,param_max_factor,param_noimprove_threshold,param_elite_size,param_path_strategy,param_selection_strategy,param_local_search_eval_limit,rpd
J30_1.RCP,0,81.67105263157895,0.30756497383117676,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,0,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,28.695832469417375
J30_1.RCP,1,71.77631578947368,0.29974913597106934,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,1,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,13.103877254820654
J30_1.RCP,0,63.46052631578947,0.22357892990112305,TS_static,38,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,0.0
J30_1.RCP,1,64.5657894736842,0.25686001777648926,TS_static,38,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,1.7416545718432448
J30_1.RCP,0,105.19736842105264,0.11144304275512695,PR_forward_best_noLS,38,1000,0,,60.0,100,,,,,,,,False,,,,,,,,,,,,,,10.0,forward,best,50.0,65.76819407008088
J30_1.RCP,1,100.56578947368422,0.09460711479187012,PR_forward_best_noLS,38,1000,1,,60.0,100,,,,,,,,False,,,,,,,,,,,,,,10.0,forward,best,50.0,58.469832054737736
J30_2.RCP,0,94.84070294784581,0.29813694953918457,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,0,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,23.425085025858188
J30_2.RCP,1,93.50736961451247,0.29560303688049316,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,1,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,21.689893542461274
J30_2.RCP,0,79.22165532879819,0.2227928638458252,TS_static,42,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,3.0985562203516106
J30_2.RCP,1,76.84070294784581,0.22885608673095703,TS_static,42,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,0.0
J30_2.RCP,0,101.84070294784581,0.10360121726989746,PR_forward_best_noLS,42,1000,0,,60.0,100,,,,,,,,False,,,,,,,,,,,,,,10.0,forward,best,50.0,32.53484031369192
J30_2.RCP,1,108.55498866213152,0.08100414276123047,PR_forward_best_noLS,42,1000,1,,60.0,100,,,,,,,,False,,,,,,,,,,,,,,10.0,forward,best,50.0,41.27276885508346
J30_3.RCP,0,74.45754461871282,0.29872894287109375,DE_rand/1_fixedF_bin_fixedCR_noLS,43,1000,0,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,7.378404517517864
J30_3.RCP,1,78.13196322336398,0.29381704330444336,DE_rand/1_fixedF_bin_fixedCR_noLS,43,1000,1,50.0,60.0,100,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,12.677440489189786
J30_3.RCP,0,69.34126554894537,0.21793889999389648,TS_static,43,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,0.0
J30_3.RCP,1,73.43428880475932,0.21572113037109375,TS_static,43,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,5.902723614014279
