instance_id,seed,best_objective,runtime,algorithm_name,deadline,encoding_type,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_selection_strategy,param_crossover_strategy,param_mutation_strategy,param_initialization_strategy,param_tournament_size,param_use_repair,param_elitism,param_local_search_strategy,param_local_search_interval,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_elite_size,param_path_strategy,param_local_search_eval_limit,param_tabu_tenure,param_neighborhood_size,param_aspiration_criterion,param_tabu_strategy,param_w,param_c1,param_c2,param_restart_strategy,param_restart_threshold,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_hm_size,param_hmcr,param_par,param_par_min,param_par_max,param_parameter_strategy,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_neighborhood_strategy
J30_1.RCP,1,94.25,0.46860790252685547,GA_roulette_arithmetic_gaussian_zero_repair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4716348648071289,GA_roulette_arithmetic_gaussian_zero_repair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.82894736842105,0.4581429958343506,GA_roulette_arithmetic_gaussian_zero_repair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4762430191040039,GA_roulette_arithmetic_gaussian_zero_noRepair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,94.25,0.4675419330596924,GA_roulette_arithmetic_gaussian_zero_noRepair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4748871326446533,GA_roulette_arithmetic_gaussian_zero_noRepair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.82894736842105,0.4581460952758789,GA_roulette_arithmetic_gaussian_zero_noRepair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.47696900367736816,GA_roulette_arithmetic_gaussian_zero_noRepair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,94.25,0.46839094161987305,GA_roulette_arithmetic_gaussian_zero_noRepair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.47391271591186523,GA_roulette_arithmetic_gaussian_zero_noRepair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.82894736842105,0.46799516677856445,GA_roulette_arithmetic_gaussian_zero_noRepair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,gaussian,zero,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.47876596450805664,GA_roulette_arithmetic_polynomial_random_repair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.4804108142852783,GA_roulette_arithmetic_polynomial_random_repair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43794703483581543,GA_roulette_arithmetic_polynomial_random_repair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.47893309593200684,GA_roulette_arithmetic_polynomial_random_repair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.478543758392334,GA_roulette_arithmetic_polynomial_random_repair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.47932004928588867,GA_roulette_arithmetic_polynomial_random_repair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43741297721862793,GA_roulette_arithmetic_polynomial_random_repair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.4822201728820801,GA_roulette_arithmetic_polynomial_random_repair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4767489433288574,GA_roulette_arithmetic_polynomial_random_noRepair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.47838687896728516,GA_roulette_arithmetic_polynomial_random_noRepair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.44080090522766113,GA_roulette_arithmetic_polynomial_random_noRepair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.48427891731262207,GA_roulette_arithmetic_polynomial_random_noRepair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.48743700981140137,GA_roulette_arithmetic_polynomial_random_noRepair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.4921722412109375,GA_roulette_arithmetic_polynomial_random_noRepair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43714094161987305,GA_roulette_arithmetic_polynomial_random_noRepair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.47882699966430664,GA_roulette_arithmetic_polynomial_random_noRepair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,random,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.47773098945617676,GA_roulette_arithmetic_polynomial_zero_repair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.49208998680114746,GA_roulette_arithmetic_polynomial_zero_repair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43793320655822754,GA_roulette_arithmetic_polynomial_zero_repair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.4808681011199951,GA_roulette_arithmetic_polynomial_zero_repair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4807560443878174,GA_roulette_arithmetic_polynomial_zero_repair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.47780513763427734,GA_roulette_arithmetic_polynomial_zero_repair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43688011169433594,GA_roulette_arithmetic_polynomial_zero_repair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.4774928092956543,GA_roulette_arithmetic_polynomial_zero_repair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,True,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4782710075378418,GA_roulette_arithmetic_polynomial_zero_noRepair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.47937679290771484,GA_roulette_arithmetic_polynomial_zero_noRepair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4406919479370117,GA_roulette_arithmetic_polynomial_zero_noRepair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.47818613052368164,GA_roulette_arithmetic_polynomial_zero_noRepair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.480546236038208,GA_roulette_arithmetic_polynomial_zero_noRepair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,93.98684210526316,0.47930312156677246,GA_roulette_arithmetic_polynomial_zero_noRepair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.43785595893859863,GA_roulette_arithmetic_polynomial_zero_noRepair_noElitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,92.5657894736842,0.4777097702026367,GA_roulette_arithmetic_polynomial_zero_noRepair_noElitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,polynomial,zero,3.0,False,False,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.45706868171691895,GA_roulette_arithmetic_swap_random_repair_elitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,95.30263157894737,0.46320009231567383,GA_roulette_arithmetic_swap_random_repair_elitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,True,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4588901996612549,GA_roulette_arithmetic_swap_random_repair_elitism_swap,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,95.30263157894737,0.46190500259399414,GA_roulette_arithmetic_swap_random_repair_elitism_swap,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,True,swap,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,91.77631578947368,0.4562649726867676,GA_roulette_arithmetic_swap_random_repair_noElitism_none,38,shift_vector,1000,0,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,95.30263157894737,0.4597320556640625,GA_roulette_arithmetic_swap_random_repair_noElitism_none,38,shift_vector,1000,1,50.0,0.9,0.1,60.0,roulette,arithmetic,swap,random,3.0,True,False,none,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
