instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,ga,0,0,100000,35.244166666666665,True,4351,5.049925804138184,60
J30_1.RCP,ga,1,0,100000,35.244166666666665,True,4251,5.006289005279541,60
J30_10.RCP,ga,0,0,100000,45.123345935727784,True,4651,5.037535905838013,46
J30_10.RCP,ga,1,0,100000,45.123345935727784,True,4701,5.0449090003967285,46
J30_100.RCP,ga,0,0,100000,118.488,True,4601,5.004447937011719,50
J30_100.RCP,ga,1,0,100000,126.79430988081508,True,4601,5.035340070724487,51
J30_101.RCP,ga,0,0,100000,87.29946291188851,True,4301,5.026915073394775,83
J30_101.RCP,ga,1,0,100000,94.49245260234271,True,4451,5.035107851028442,91
J30_102.RCP,ga,0,0,100000,154.58011937557393,True,4701,5.0340259075164795,66
J30_102.RCP,ga,1,0,100000,154.58011937557393,True,4801,5.040977954864502,66
