instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_strategy,param_local_search_interval,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,rpd
J30_5.RCP,0,72.7637877211238,0.37525105476379395,BA_none,31,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,33.49751813669334
J30_5.RCP,1,54.5057232049948,0.3733639717102051,BA_none,31,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,0.0
J30_5.RCP,0,57.021852237252865,0.38846707344055176,HS_fixed_random,31,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.6162657502863675
J30_5.RCP,1,58.69927159209157,0.3923027515411377,HS_fixed_random,31,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,7.693776250477271
J30_6.RCP,0,61.84349030470914,0.3025820255279541,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,2.799585587659718
J30_6.RCP,1,62.264542936288095,0.3001730442047119,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,3.4994819845746568
J30_6.RCP,0,63.89612188365651,0.3751528263092041,BA_none,38,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,6.2115805226200065
J30_6.RCP,1,66.00138504155125,0.37824511528015137,BA_none,38,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,9.71106250719465
J30_6.RCP,0,60.159279778393355,0.38811278343200684,HS_fixed_random,38,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_6.RCP,1,60.68559556786704,0.3961780071258545,HS_fixed_random,38,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.8748704961436642
J30_7.RCP,0,54.95861111111112,0.29812192916870117,DE_rand/1_fixedF_bin_fixedCR_noLS,60,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,6.045955695150891
J30_7.RCP,1,53.458611111111125,0.298022985458374,DE_rand/1_fixedF_bin_fixedCR_noLS,60,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,3.1516152027914286
J30_7.RCP,0,52.69194444444445,0.3799400329589844,BA_none,60,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,1.6722856178076846
J30_7.RCP,1,52.69194444444445,0.37539100646972656,BA_none,60,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,1.6722856178076846
J30_7.RCP,0,51.82527777777779,0.38730883598327637,HS_fixed_random,60,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_7.RCP,1,52.258611111111115,0.39023780822753906,HS_fixed_random,60,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.8361428089038286
J30_8.RCP,0,73.91954432182271,0.29757118225097656,DE_rand/1_fixedF_bin_fixedCR_noLS,53,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,19.89144869796177
J30_8.RCP,1,73.01388394446423,0.29612016677856445,DE_rand/1_fixedF_bin_fixedCR_noLS,53,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,18.422541717189215
J30_8.RCP,0,63.69312922748309,0.3759489059448242,BA_none,53,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,3.3050407067382617
J30_8.RCP,1,61.65539337842649,0.3731040954589844,BA_none,53,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,0.0
J30_8.RCP,0,63.46671413314347,0.39088892936706543,HS_fixed_random,53,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,2.9378139615451233
J30_8.RCP,1,67.7308650765397,0.388991117477417,HS_fixed_random,53,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,9.85391766268261
J30_9.RCP,0,89.05952380952381,0.3015139102935791,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,5.7086336018086765
J30_9.RCP,1,100.91666666666667,0.3002140522003174,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,19.782393669634033
J30_9.RCP,0,86.25,0.3755772113800049,BA_none,42,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,2.3738872403560833
J30_9.RCP,1,85.82142857142857,0.37595415115356445,BA_none,42,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,1.865197117422634
J30_9.RCP,0,84.25,0.38908886909484863,HS_fixed_random,42,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_9.RCP,1,84.53571428571429,0.3911929130554199,HS_fixed_random,42,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.33912674862230485
J30_10.RCP,0,74.59751643535428,0.2976570129394531,DE_rand/1_fixedF_bin_fixedCR_noLS,37,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,4.46613064915406
J30_10.RCP,1,77.5164353542732,0.30140089988708496,DE_rand/1_fixedF_bin_fixedCR_noLS,37,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,8.553775650074702
J30_10.RCP,0,72.9218407596786,0.37616515159606934,BA_none,37,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,2.1195196301070225
J30_10.RCP,1,71.40832724616507,0.37374305725097656,BA_none,37,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,0.0
J30_10.RCP,0,72.54346238130023,0.3864259719848633,HS_fixed_random,37,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.5896397225802816
J30_10.RCP,1,74.32724616508399,0.3906440734863281,HS_fixed_random,37,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.087645000920642
