instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_w,param_c1,param_c2,param_local_search_strategy,param_restart_strategy,param_restart_threshold,param_sa_initial_temp,param_sa_final_temp,param_sa_cooling_rate,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_interval,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,param_initialization_strategy
J30_3.RCP,1,73.43428880475932,0.3138160705566406,BA_tlim,43,1000,1,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J30_3.RCP,0,71.80638182801515,0.4008059501647949,HS_fixed_random,43,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_3.RCP,1,70.87614926987563,0.3972179889678955,HS_fixed_random,43,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_3.RCP,0,70.3180097349919,0.3969118595123291,HS_fixed_forward,43,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J30_3.RCP,1,69.48080043266631,0.39702701568603516,HS_fixed_forward,43,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J30_3.RCP,0,71.38777717685234,0.41284990310668945,HS_adaptive_random,43,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J30_3.RCP,1,71.80638182801513,0.4123728275299072,HS_adaptive_random,43,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J30_3.RCP,0,70.03893996755004,0.4153330326080322,HS_adaptive_forward,43,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J30_3.RCP,1,71.43428880475935,0.4119839668273926,HS_adaptive_forward,43,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J30_4.RCP,0,61.623140495867766,0.4571361541748047,PSO_none_none,55,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,1,52.786776859504144,0.45488500595092773,PSO_none_none,55,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,0,61.623140495867766,0.4561140537261963,PSO_none_adaptive,55,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,1,52.786776859504144,0.4541158676147461,PSO_none_adaptive,55,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,0,61.623140495867766,0.4542977809906006,PSO_shift_none,55,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,1,52.786776859504144,0.45534372329711914,PSO_shift_none,55,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,0,61.623140495867766,0.4542229175567627,PSO_shift_adaptive,55,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,1,52.786776859504144,0.49779725074768066,PSO_shift_adaptive,55,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J30_4.RCP,0,55.877685950413216,0.37756896018981934,BA_none,55,1000,0,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J30_4.RCP,1,56.8595041322314,0.386307954788208,BA_none,55,1000,1,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J30_4.RCP,0,52.93223140495868,0.30506110191345215,BA_tlim,55,1000,0,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J30_4.RCP,1,50.24132231404958,0.3080451488494873,BA_tlim,55,1000,1,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J30_4.RCP,0,59.1504132231405,0.39934682846069336,HS_fixed_random,55,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_4.RCP,1,62.82314049586776,0.3965342044830322,HS_fixed_random,55,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J30_4.RCP,0,54.96859504132231,0.39565420150756836,HS_fixed_forward,55,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J30_4.RCP,1,55.077685950413226,0.39611101150512695,HS_fixed_forward,55,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J30_4.RCP,0,56.67768595041323,0.41341376304626465,HS_adaptive_random,55,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J30_4.RCP,1,61.58677685950413,0.41278505325317383,HS_adaptive_random,55,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J30_4.RCP,0,58.53223140495867,0.4135749340057373,HS_adaptive_forward,55,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J30_4.RCP,1,58.49586776859503,0.41228294372558594,HS_adaptive_forward,55,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J60_1.RCP,0,83.82391634339685,0.8624377250671387,PSO_none_none,77,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,1,75.51222803170855,0.8660728931427002,PSO_none_none,77,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,0,83.82391634339685,0.8641481399536133,PSO_none_adaptive,77,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,1,75.51222803170855,0.861914873123169,PSO_none_adaptive,77,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,0,83.82391634339685,0.9029960632324219,PSO_shift_none,77,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,1,75.51222803170855,0.8668618202209473,PSO_shift_none,77,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,0,83.82391634339685,0.8675529956817627,PSO_shift_adaptive,77,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,1,75.51222803170855,0.8633952140808105,PSO_shift_adaptive,77,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_1.RCP,0,74.23950075898128,0.7135539054870605,BA_none,77,1000,0,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_1.RCP,1,92.21352673300726,0.7115497589111328,BA_none,77,1000,1,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_1.RCP,0,62.83690335638387,0.5762579441070557,BA_tlim,77,1000,0,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_1.RCP,1,84.13560465508517,0.579949140548706,BA_tlim,77,1000,1,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_1.RCP,0,84.60313712261764,0.7504148483276367,HS_fixed_random,77,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J60_1.RCP,1,86.78495530443583,0.750014066696167,HS_fixed_random,77,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J60_1.RCP,0,92.31742283690336,0.7549562454223633,HS_fixed_forward,77,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J60_1.RCP,1,82.62911114859166,0.7495501041412354,HS_fixed_forward,77,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J60_1.RCP,0,90.966773486254,0.7825510501861572,HS_adaptive_random,77,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J60_1.RCP,1,83.3563838758644,0.7848079204559326,HS_adaptive_random,77,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J60_1.RCP,0,85.4602799797605,0.7809610366821289,HS_adaptive_forward,77,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J60_1.RCP,1,84.88885140833193,0.822908878326416,HS_adaptive_forward,77,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J60_2.RCP,0,103.80639053254438,0.8664267063140869,PSO_none_none,65,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,1,92.94485207100591,0.8610172271728516,PSO_none_none,65,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,0,103.80639053254438,0.8752660751342773,PSO_none_adaptive,65,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,1,92.94485207100591,0.8638641834259033,PSO_none_adaptive,65,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,0,103.80639053254438,0.8707160949707031,PSO_shift_none,65,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,1,92.94485207100591,0.8597960472106934,PSO_shift_none,65,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,0,103.80639053254438,0.86138916015625,PSO_shift_adaptive,65,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,1,92.94485207100591,0.863671064376831,PSO_shift_adaptive,65,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_2.RCP,0,131.59100591715978,0.7196290493011475,BA_none,65,1000,0,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_2.RCP,1,99.86792899408285,0.7130920886993408,BA_none,65,1000,1,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_2.RCP,0,92.72946745562129,0.5830349922180176,BA_tlim,65,1000,0,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_2.RCP,1,93.4371597633136,0.6189260482788086,BA_tlim,65,1000,1,50.0,60.0,,,,tlim,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_2.RCP,0,106.79100591715978,0.7483682632446289,HS_fixed_random,65,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J60_2.RCP,1,98.39100591715977,0.7560498714447021,HS_fixed_random,65,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,random
J60_2.RCP,0,104.11408284023668,0.7457988262176514,HS_fixed_forward,65,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J60_2.RCP,1,99.19100591715977,0.746006965637207,HS_fixed_forward,65,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,forward
J60_2.RCP,0,90.88331360946746,0.7833437919616699,HS_adaptive_random,65,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J60_2.RCP,1,92.94485207100593,0.7828190326690674,HS_adaptive_random,65,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,random
J60_2.RCP,0,100.17562130177514,0.7855520248413086,HS_adaptive_forward,65,1000,0,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J60_2.RCP,1,104.36023668639052,0.7787768840789795,HS_adaptive_forward,65,1000,1,,60.0,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,adaptive,forward
J60_3.RCP,0,122.20004455335264,0.871293306350708,PSO_none_none,67,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,1,118.52840276230786,0.8693170547485352,PSO_none_none,67,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,0,122.20004455335264,0.9030449390411377,PSO_none_adaptive,67,1000,0,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,1,118.52840276230786,0.8688607215881348,PSO_none_adaptive,67,1000,1,50.0,60.0,0.729,1.49445,1.49445,none,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,0,122.20004455335264,0.88142991065979,PSO_shift_none,67,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,1,118.52840276230786,0.8645141124725342,PSO_shift_none,67,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,0,122.20004455335264,0.8642549514770508,PSO_shift_adaptive,67,1000,0,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,1,118.52840276230786,0.8718967437744141,PSO_shift_adaptive,67,1000,1,50.0,60.0,0.729,1.49445,1.49445,shift,adaptive,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,
J60_3.RCP,0,109.57317888171085,0.7243461608886719,BA_none,67,1000,0,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
J60_3.RCP,1,125.69258186678547,0.7207779884338379,BA_none,67,1000,1,50.0,60.0,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,
