instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_tabu_tenure,param_neighborhood_size,param_aspiration_criterion,param_tabu_strategy,param_min_factor,param_max_factor,param_noimprove_threshold,param_elite_size,param_path_strategy,param_selection_strategy,param_local_search_eval_limit,rpd
J30_4.RCP,0,97.69586776859504,0.3140878677368164,PR_forward_best_withLS,55,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,79.39176884788152
J30_4.RCP,1,109.58677685950411,0.31095409393310547,PR_forward_best_withLS,55,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,101.22617457812308
J30_5.RCP,0,61.731529656607705,0.30334997177124023,DE_current-to-rand/2_bin_fixedCR_withLS,31,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,18.44427584554565
J30_5.RCP,1,63.53798126951092,0.2907698154449463,DE_current-to-rand/2_bin_fixedCR_withLS,31,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,21.91031425947368
J30_5.RCP,0,53.40894901144642,0.2446887493133545,TS_dynamic,31,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,2.475741724234314
J30_5.RCP,1,52.11862643080126,0.24823808670043945,TS_dynamic,31,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_5.RCP,0,93.98959417273672,0.30601024627685547,PR_forward_best_withLS,31,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,80.33781895140353
J30_5.RCP,1,96.50572320499478,0.3514821529388428,PR_forward_best_withLS,31,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,85.16551531366045
J30_6.RCP,0,64.52770083102493,0.31025028228759766,DE_current-to-rand/2_bin_fixedCR_withLS,38,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,7.732685859636971
J30_6.RCP,1,65.4224376731302,0.30150604248046875,DE_current-to-rand/2_bin_fixedCR_withLS,38,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,9.226500173430493
J30_6.RCP,0,59.8961218836565,0.24532580375671387,TS_dynamic,38,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_6.RCP,1,61.52770083102494,0.24185585975646973,TS_dynamic,38,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,2.724014336917593
J30_6.RCP,0,71.21191135734072,0.30556607246398926,PR_forward_best_withLS,38,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,18.892357497976676
J30_6.RCP,1,64.79085872576178,0.29959702491760254,PR_forward_best_withLS,38,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,8.17204301075272
J30_7.RCP,0,55.858611111111124,0.2964768409729004,DE_current-to-rand/2_bin_fixedCR_withLS,60,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,7.851928925025913
J30_7.RCP,1,55.09194444444445,0.29059576988220215,DE_current-to-rand/2_bin_fixedCR_withLS,60,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,6.371647242439055
J30_7.RCP,0,51.79194444444445,0.24001622200012207,TS_dynamic,60,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,1.3719174736184632e-14
J30_7.RCP,1,51.79194444444444,0.2452402114868164,TS_dynamic,60,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_7.RCP,0,62.32527777777778,0.29770922660827637,PR_forward_best_withLS,60,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,20.337783117280157
J30_7.RCP,1,72.95861111111113,0.29973316192626953,PR_forward_best_withLS,60,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,40.86864645402818
J30_8.RCP,0,67.57992168031328,0.28267598152160645,DE_current-to-rand/2_bin_fixedCR_withLS,53,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,18.453992936390062
J30_8.RCP,1,69.61765752936988,0.2867090702056885,DE_current-to-rand/2_bin_fixedCR_withLS,53,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,22.025733504723622
J30_8.RCP,0,57.05161979352083,0.24306774139404297,TS_dynamic,53,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_8.RCP,1,66.03275186899252,0.2566263675689697,TS_dynamic,53,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,15.742115838210873
J30_8.RCP,0,98.33463866144535,0.26256799697875977,PR_forward_best_withLS,53,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,72.36081818068364
J30_8.RCP,1,89.12709149163403,0.295198917388916,PR_forward_best_withLS,53,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,56.221842279324584
J30_9.RCP,0,91.77380952380952,0.3245120048522949,DE_current-to-rand/2_bin_fixedCR_withLS,42,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,13.084934722018485
J30_9.RCP,1,92.63095238095238,0.3411581516265869,DE_current-to-rand/2_bin_fixedCR_withLS,42,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,14.141117793750924
J30_9.RCP,0,85.96428571428571,0.25423479080200195,TS_dynamic,42,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,5.926360569165324
J30_9.RCP,1,81.1547619047619,0.2483811378479004,TS_dynamic,42,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_9.RCP,0,163.67857142857144,0.3325619697570801,PR_forward_best_withLS,42,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,101.686959072906
J30_9.RCP,1,147.67857142857142,0.3128352165222168,PR_forward_best_withLS,42,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,81.97154173390054
J30_10.RCP,0,77.40832724616509,0.299929141998291,DE_current-to-rand/2_bin_fixedCR_withLS,37,1000,0,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,15.019428224108347
J30_10.RCP,1,78.16508400292184,0.30873584747314453,DE_current-to-rand/2_bin_fixedCR_withLS,37,1000,1,50.0,60.0,100,0.1,0.9,False,False,current-to-rand/2,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,16.143877395966726
J30_10.RCP,0,67.30021913805699,0.254274845123291,TS_dynamic,37,1000,0,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,0.0
J30_10.RCP,1,71.02994886778671,0.2624671459197998,TS_dynamic,37,1000,1,,60.0,100,,,,,,,,,,,,,,,10.0,20.0,True,dynamic,1.0,4.0,10.0,,,,,5.54192806130201
J30_10.RCP,0,83.13805697589483,0.30384302139282227,PR_forward_best_withLS,37,1000,0,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,23.533114811036096
J30_10.RCP,1,85.24616508400293,0.29679107666015625,PR_forward_best_withLS,37,1000,1,,60.0,100,,,,,,,,True,,,,,,,,,,,,,,10.0,forward,best,50.0,26.66550893264157
