instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,sa,0,162,500,4275.907407407407,True,501,0.22151708602905273,61
J30_1.RCP,sa,0,154,500,4195.331168831169,True,501,0.19234991073608398,68
J30_1.RCP,sa,0,124,500,3846.9596774193546,True,501,0.2620060443878174,66
J30_1.RCP,sa,0,126,500,3880.738095238095,True,501,0.2470378875732422,76
J30_1.RCP,sa,1,162,500,4227.907407407407,True,501,0.2811257839202881,66
J30_1.RCP,sa,1,154,500,4167.33116883117,True,501,0.2465500831604004,66
J30_1.RCP,sa,1,124,500,3830.959677419355,True,501,0.308459997177124,70
J30_1.RCP,sa,1,126,500,3904.7380952380954,True,501,0.23749184608459473,66
J30_10.RCP,sa,0,162,500,4329.314814814815,True,501,0.1752309799194336,49
J30_10.RCP,sa,0,154,500,4282.889610389611,True,501,0.17451906204223633,51
J30_10.RCP,sa,0,124,500,4055.443548387097,True,501,0.17630815505981445,51
J30_10.RCP,sa,0,126,500,4073.97619047619,True,501,0.15837883949279785,51
J30_10.RCP,sa,1,162,500,4329.314814814815,True,501,0.15653085708618164,46
J30_10.RCP,sa,1,154,500,4282.88961038961,True,501,0.1565871238708496,53
J30_10.RCP,sa,1,124,500,4055.443548387097,True,501,0.1537768840789795,49
J30_10.RCP,sa,1,126,500,4073.97619047619,True,501,0.16279077529907227,49
J30_100.RCP,sa,0,162,500,32119.234567901232,True,501,0.17458200454711914,59
J30_100.RCP,sa,0,154,500,31460.077922077922,True,501,0.17365288734436035,59
J30_100.RCP,sa,0,124,500,28230.74193548387,True,501,0.1719217300415039,59
J30_100.RCP,sa,0,126,500,28493.873015873018,True,501,0.17710399627685547,59
J30_100.RCP,sa,1,162,500,31183.23456790124,True,501,0.1689462661743164,57
J30_100.RCP,sa,1,154,500,30524.077922077926,True,501,0.17854619026184082,57
J30_100.RCP,sa,1,124,500,27294.741935483868,True,501,0.17012906074523926,57
J30_100.RCP,sa,1,126,500,27557.873015873018,True,501,0.17061591148376465,57
J30_101.RCP,sa,0,162,500,17624.67901234568,True,501,0.18077492713928223,89
J30_101.RCP,sa,0,154,500,17067.935064935067,True,501,0.18199610710144043,89
J30_101.RCP,sa,0,124,500,14340.33870967742,True,501,0.17832183837890625,89
J30_101.RCP,sa,0,126,500,14562.587301587302,True,501,0.180372953414917,89
J30_101.RCP,sa,1,162,500,16960.67901234568,True,501,0.1778571605682373,91
J30_101.RCP,sa,1,154,500,16403.935064935067,True,501,0.3286590576171875,91
J30_101.RCP,sa,1,124,500,13676.338709677419,True,501,0.17673897743225098,91
J30_101.RCP,sa,1,126,500,13898.5873015873,True,501,0.1755812168121338,91
J30_102.RCP,sa,0,162,500,34585.52469135802,True,501,0.16109585762023926,86
J30_102.RCP,sa,0,154,500,33506.694805194806,True,501,0.16228103637695312,86
J30_102.RCP,sa,0,124,500,28221.298387096773,True,501,0.160139799118042,86
J30_102.RCP,sa,0,126,500,28651.96031746032,True,501,0.16548705101013184,86
J30_102.RCP,sa,1,162,500,36487.52469135802,True,501,0.16587495803833008,81
J30_102.RCP,sa,1,154,500,35408.694805194806,True,501,0.16799497604370117,81
J30_102.RCP,sa,1,124,500,30123.298387096776,True,501,0.1662452220916748,81
J30_102.RCP,sa,1,126,500,30553.960317460318,True,501,0.16690397262573242,81
