instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_selection_strategy,param_crossover_strategy,param_mutation_strategy,param_initialization_strategy,param_tournament_size,param_use_repair,param_elitism,param_alpha,param_feasible_lower_rate,param_feasible_upper_rate,param_local_search_strategy,param_local_search_interval,param_neighborhood_size,param_use_sa_acceptance,param_sa_initial_temp,param_sa_cooling_rate,param_w,param_c1,param_c2,param_restart_strategy,param_restart_threshold,param_sa_final_temp,param_f_min,param_f_max,param_A0,param_r0,param_gamma,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,rpd
J30_2.RCP,1,95.36451247165532,0.4201850891113281,BA_none,42,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,11.465753152353233
J30_2.RCP,0,86.88832199546485,0.3901479244232178,HS_fixed_random,42,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.558451884785873
J30_2.RCP,1,89.31689342403628,0.3929932117462158,HS_fixed_random,42,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.397060674931582
J30_3.RCP,0,78.78312601406165,0.37372303009033203,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,43,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,11.521972132904628
J30_3.RCP,1,78.41103299080585,0.3636329174041748,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,43,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,10.995253406829006
J30_3.RCP,0,70.64359113034071,0.4499990940093994,PSO_none_none,43,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,0.0
J30_3.RCP,1,70.78312601406165,0.44883179664611816,PSO_none_none,43,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,0.1975195222783802
J30_3.RCP,0,74.36452136289887,0.37749195098876953,BA_none,43,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,5.2671872607564225
J30_3.RCP,1,76.6901027582477,0.39919090270996094,BA_none,43,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,8.559179298729164
J30_3.RCP,0,71.80638182801515,0.4241340160369873,HS_fixed_random,43,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.6459960189864014
J30_3.RCP,1,70.87614926987563,0.40224194526672363,HS_fixed_random,43,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.3291992037973204
J30_4.RCP,0,72.4595041322314,0.3587179183959961,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,55,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,37.268286573146256
J30_4.RCP,1,75.62314049586776,0.35356903076171875,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,55,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,43.26152304609213
J30_4.RCP,0,61.623140495867766,0.45001792907714844,PSO_none_none,55,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,16.739729458917804
J30_4.RCP,1,52.786776859504144,0.4460439682006836,PSO_none_none,55,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,0.0
J30_4.RCP,0,55.877685950413216,0.37506985664367676,BA_none,55,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,5.85546092184365
J30_4.RCP,1,56.8595041322314,0.3763911724090576,BA_none,55,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,7.715430861723414
J30_4.RCP,0,59.1504132231405,0.39026308059692383,HS_fixed_random,55,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,12.055360721442861
J30_4.RCP,1,62.82314049586776,0.39392518997192383,HS_fixed_random,55,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,19.013026052104166
J30_5.RCP,0,77.02185223725284,0.37305212020874023,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,31,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,41.309660175639515
J30_5.RCP,1,84.82830385015606,0.37518787384033203,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,31,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,55.63192058037413
J30_5.RCP,0,56.376690946930275,0.45167994499206543,PSO_none_none,31,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,3.4326078655975367
J30_5.RCP,1,59.27991675338189,0.4515390396118164,PSO_none_none,31,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,8.759068346697198
J30_5.RCP,0,72.7637877211238,0.37654805183410645,BA_none,31,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,33.49751813669334
J30_5.RCP,1,54.5057232049948,0.37262892723083496,BA_none,31,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,0.0
J30_5.RCP,0,57.021852237252865,0.3917558193206787,HS_fixed_random,31,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.6162657502863675
J30_5.RCP,1,58.69927159209157,0.39090418815612793,HS_fixed_random,31,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,7.693776250477271
J30_6.RCP,0,68.5803324099723,0.3803880214691162,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,38,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,13.997927938298629
J30_6.RCP,1,69.52770083102493,0.3789958953857422,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,38,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,15.57269483135722
J30_6.RCP,0,62.94875346260388,0.44773030281066895,PSO_none_none,38,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,4.6368136295614395
J30_6.RCP,1,60.15927977839334,0.44718503952026367,PSO_none_none,38,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,0.0
J30_6.RCP,0,63.89612188365651,0.3739149570465088,BA_none,38,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,6.211580522620031
J30_6.RCP,1,66.00138504155125,0.3751518726348877,BA_none,38,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,9.711062507194676
J30_6.RCP,0,60.159279778393355,0.390657901763916,HS_fixed_random,38,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,2.3622049279097153e-14
J30_6.RCP,1,60.68559556786704,0.3896820545196533,HS_fixed_random,38,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.874870496143688
J30_7.RCP,0,53.92527777777778,0.3754539489746094,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,60,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,4.052076689303242
J30_7.RCP,1,55.72527777777779,0.38135313987731934,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,60,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,7.525285280134636
J30_7.RCP,0,53.59194444444445,0.44866204261779785,PSO_none_none,60,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,3.4088899132233674
J30_7.RCP,1,54.05861111111111,0.4477100372314453,PSO_none_none,60,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,4.309351399735195
J30_7.RCP,0,52.69194444444445,0.37491631507873535,BA_none,60,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,1.6722856178076846
J30_7.RCP,1,52.69194444444445,0.3740706443786621,BA_none,60,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,1.6722856178076846
J30_7.RCP,0,51.82527777777779,0.3947288990020752,HS_fixed_random,60,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_7.RCP,1,52.258611111111115,0.39115095138549805,HS_fixed_random,60,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.8361428089038286
J30_8.RCP,0,77.20256318974724,0.37035107612609863,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,53,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,28.681627760701602
J30_8.RCP,1,71.7686009255963,0.36470603942871094,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,53,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,19.62427162574321
J30_8.RCP,0,59.995016019935925,0.4508969783782959,PSO_none_none,53,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,0.0
J30_8.RCP,1,64.33463866144535,0.45325279235839844,PSO_none_none,53,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,7.23330524666816
J30_8.RCP,0,63.69312922748309,0.3757009506225586,BA_none,53,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,6.16403403629113
J30_8.RCP,1,61.65539337842649,0.37783312797546387,BA_none,53,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,2.767525485681731
J30_8.RCP,0,63.46671413314347,0.39347004890441895,HS_fixed_random,53,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,5.786644197334531
J30_8.RCP,1,67.7308650765397,0.39164209365844727,HS_fixed_random,53,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,12.894152831017175
J30_9.RCP,0,108.3452380952381,0.39945125579833984,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,42,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,28.599689133813772
J30_9.RCP,1,101.25,0.4000210762023926,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,42,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,20.178041543026705
J30_9.RCP,0,92.29761904761902,0.49547886848449707,PSO_none_none,42,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,9.552070086194686
J30_9.RCP,1,85.29761904761905,0.4707350730895996,PSO_none_none,42,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,1.2434647449484284
J30_9.RCP,0,86.25,0.3778231143951416,BA_none,42,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,2.3738872403560833
J30_9.RCP,1,85.82142857142857,0.37709593772888184,BA_none,42,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,1.865197117422634
J30_9.RCP,0,84.25,0.4275188446044922,HS_fixed_random,42,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_9.RCP,1,84.53571428571429,0.4059267044067383,HS_fixed_random,42,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.33912674862230485
J30_10.RCP,0,82.16508400292183,0.389415979385376,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,37,1000,0,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,15.063728799689033
J30_10.RCP,1,80.75967859751643,0.3796989917755127,GA_roulette_single_point_random_random_none_noNeighborhood_noElitism_noSA,37,1000,1,50.0,0.9,0.1,60.0,roulette,single_point,random,random,3.0,True,False,0.5,0.1,0.35,none,5.0,0.0,False,10.0,0.95,,,,,,,,,,,,,,,,,,,,,13.095603428875394
J30_10.RCP,0,73.67859751643536,0.4508697986602783,PSO_none_none,37,1000,0,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,3.1792794451605237
J30_10.RCP,1,73.78670562454347,0.4510200023651123,PSO_none_none,37,1000,1,50.0,,,60.0,,,,,,,,,,,none,,,,80.0,0.9,0.729,1.49445,1.49445,none,30.0,0.01,,,,,,,,,,,,,,,3.3306737044538868
J30_10.RCP,0,72.9218407596786,0.3767509460449219,BA_none,37,1000,0,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,2.1195196301070225
J30_10.RCP,1,71.40832724616507,0.3780648708343506,BA_none,37,1000,1,50.0,,,60.0,,,,,,,,0.9,,,none,10.0,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,,,,,,,,,,0.0
J30_10.RCP,0,72.54346238130023,0.389678955078125,HS_fixed_random,37,1000,0,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.5896397225802816
J30_10.RCP,1,74.32724616508399,0.3900620937347412,HS_fixed_random,37,1000,1,,,,60.0,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.087645000920642
