instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_perturbation_strength,param_max_iterations
J30_31.RCP,0,68.40233236151602,0.10062193870544434,ils,49,1000,0,,,,60.0,,,,5.0,100.0
J30_31.RCP,1,67.70845481049561,0.10145258903503418,ils,49,1000,1,,,,60.0,,,,5.0,100.0
J30_32.RCP,0,62.23166666666666,0.13295292854309082,ga,60,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_32.RCP,1,66.765,0.13289594650268555,ga,60,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_32.RCP,0,67.79833333333332,0.10851478576660156,sa,60,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_32.RCP,1,74.09833333333333,0.10944724082946777,sa,60,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_32.RCP,0,86.36500000000001,0.10052299499511719,ils,60,1000,0,,,,60.0,,,,5.0,100.0
J30_32.RCP,1,70.265,0.10045218467712402,ils,60,1000,1,,,,60.0,,,,5.0,100.0
J30_33.RCP,0,84.66364870982343,0.1327970027923584,ga,47,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_33.RCP,1,67.72747849705749,0.13274765014648438,ga,47,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_33.RCP,0,103.04662743322768,0.10947918891906738,sa,47,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_33.RCP,1,88.87641466727024,0.1084752082824707,sa,47,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_33.RCP,0,86.28066998641917,0.1002511978149414,ils,47,1000,0,,,,60.0,,,,5.0,100.0
J30_33.RCP,1,95.25939339067449,0.10016512870788574,ils,47,1000,1,,,,60.0,,,,5.0,100.0
J30_34.RCP,0,103.69959987688523,0.13353991508483887,ga,57,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_34.RCP,1,106.68205601723608,0.1330888271331787,ga,57,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_34.RCP,0,115.243459526008,0.10917782783508301,sa,57,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_34.RCP,1,112.4013542628501,0.10881805419921875,sa,57,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_34.RCP,0,98.6469682979378,0.1003568172454834,ils,57,1000,0,,,,60.0,,,,5.0,100.0
J30_34.RCP,1,105.06802092951675,0.10183501243591309,ils,57,1000,1,,,,60.0,,,,5.0,100.0
J30_35.RCP,0,69.82131571387532,0.13254189491271973,ga,59,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_35.RCP,1,67.92301062912956,0.1324632167816162,ga,59,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_35.RCP,0,80.32979029014652,0.1092519760131836,sa,59,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_35.RCP,1,81.88911232404483,0.10966992378234863,sa,59,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_35.RCP,0,79.95690893421431,0.10185027122497559,ils,59,1000,0,,,,60.0,,,,5.0,100.0
J30_35.RCP,1,62.83826486641771,0.10062098503112793,ils,59,1000,1,,,,60.0,,,,5.0,100.0
J30_36.RCP,0,97.1427160493827,0.13318085670471191,ga,45,1000,0,50.0,0.9,0.1,60.0,,,,,
