instance_id,seed,best_objective,runtime,algorithm_name,deadline
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_1.RCP,0,10000000000.0,0,BA_none,38
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_1.RCP,1,10000000000.0,0,BA_none,38
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_2.RCP,0,10000000000.0,0,BA_none,42
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_2.RCP,1,10000000000.0,0,BA_none,42
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_3.RCP,0,10000000000.0,0,BA_none,43
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_3.RCP,1,10000000000.0,0,BA_none,43
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_4.RCP,0,10000000000.0,0,BA_none,55
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_4.RCP,1,10000000000.0,0,BA_none,55
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_5.RCP,0,10000000000.0,0,BA_none,31
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_5.RCP,1,10000000000.0,0,BA_none,31
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_6.RCP,0,10000000000.0,0,BA_none,38
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_6.RCP,1,10000000000.0,0,BA_none,38
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_7.RCP,0,10000000000.0,0,BA_none,60
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_7.RCP,1,10000000000.0,0,BA_none,60
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_8.RCP,0,10000000000.0,0,BA_none,53
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_8.RCP,1,10000000000.0,0,BA_none,53
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_9.RCP,0,10000000000.0,0,BA_none,42
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_9.RCP,1,10000000000.0,0,BA_none,42
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_10.RCP,0,10000000000.0,0,BA_none,37
/Users/yuanzhaoying/Desktop/rlp-metaheuristics/rlp-mate/data/psplib_raw/j30/J30_10.RCP,1,10000000000.0,0,BA_none,37
