instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,sa,0,72,500,2678.041666666667,True,501,0.19358110427856445,69
J30_1.RCP,sa,0,57,500,2448.0,True,501,0.18276190757751465,54
J30_1.RCP,sa,0,58,500,2612.9137931034484,True,501,0.17894315719604492,58
J30_1.RCP,sa,0,76,500,2827.25,True,501,0.1864011287689209,67
J30_1.RCP,sa,1,72,500,2674.041666666667,True,501,0.19352293014526367,66
J30_1.RCP,sa,1,57,500,2066.0,True,501,0.17946815490722656,57
J30_1.RCP,sa,1,58,500,2126.913793103448,True,501,0.18414807319641113,57
J30_1.RCP,sa,1,76,500,2821.25,True,501,0.18311190605163574,66
J30_10.RCP,sa,0,72,500,3212.208333333333,True,501,0.14963388442993164,51
J30_10.RCP,sa,0,57,500,2683.052631578947,True,501,0.15640020370483398,46
J30_10.RCP,sa,0,58,500,2726.8448275862065,True,501,0.1547718048095703,46
J30_10.RCP,sa,0,76,500,3318.03947368421,True,501,0.15548396110534668,46
J30_10.RCP,sa,1,72,500,3212.208333333333,True,501,0.15768671035766602,51
J30_10.RCP,sa,1,57,500,2683.052631578947,True,501,0.14200401306152344,51
J30_10.RCP,sa,1,58,500,2726.8448275862065,True,501,0.15364408493041992,49
J30_10.RCP,sa,1,76,500,3318.039473684211,True,501,0.1541152000427246,46
J30_100.RCP,sa,0,72,500,16258.277777777777,True,501,0.16846990585327148,59
J30_100.RCP,sa,0,57,500,8299.192982456141,True,501,0.1673417091369629,56
J30_100.RCP,sa,0,58,500,8430.965517241379,True,501,0.16715168952941895,57
J30_100.RCP,sa,0,76,500,17760.894736842107,True,501,0.16624879837036133,59
J30_100.RCP,sa,1,72,500,15322.27777777778,True,501,0.16230511665344238,57
J30_100.RCP,sa,1,57,500,7809.19298245614,True,501,0.16588711738586426,57
J30_100.RCP,sa,1,58,500,8430.965517241379,True,501,0.1651592254638672,57
J30_100.RCP,sa,1,76,500,16824.894736842107,True,501,0.1630690097808838,57
J30_101.RCP,sa,0,72,500,7438.027777777777,True,501,0.1701967716217041,72
J30_101.RCP,sa,0,57,500,inf,False,501,0.13047480583190918,0
J30_101.RCP,sa,0,58,500,8725.41379310345,True,501,0.13473010063171387,58
J30_101.RCP,sa,0,76,500,8005.184210526316,True,501,0.16570401191711426,75
J30_101.RCP,sa,1,72,500,8080.027777777777,True,501,0.16095519065856934,71
J30_101.RCP,sa,1,57,500,inf,False,501,0.12832093238830566,0
J30_101.RCP,sa,1,58,500,inf,False,501,0.12765216827392578,0
J30_101.RCP,sa,1,76,500,8489.184210526317,True,501,0.16173911094665527,76
J30_102.RCP,sa,0,72,500,12844.180555555555,True,501,0.1598658561706543,70
J30_102.RCP,sa,0,57,500,inf,False,501,0.0987389087677002,0
J30_102.RCP,sa,0,58,500,inf,False,501,0.09914493560791016,0
J30_102.RCP,sa,0,76,500,15275.486842105263,True,501,0.15558981895446777,76
J30_102.RCP,sa,1,72,500,12734.180555555557,True,501,0.16017699241638184,70
J30_102.RCP,sa,1,57,500,inf,False,501,0.11386919021606445,0
J30_102.RCP,sa,1,58,500,inf,False,501,0.11324906349182129,0
J30_102.RCP,sa,1,76,500,15409.486842105263,True,501,0.1578991413116455,74
