instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_tabu_tenure,param_neighborhood_size,param_aspiration_criterion,param_tabu_strategy,param_min_factor,param_max_factor,param_noimprove_threshold,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_strategy,param_local_search_interval,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,rpd
J30_1.RCP,0,81.67105263157895,0.3271512985229492,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,29.663672446208476
J30_1.RCP,1,71.77631578947368,0.304401159286499,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.954459995822019
J30_1.RCP,0,63.46052631578947,0.2209339141845703,TS_static,38,1000,0,,60.0,100.0,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,0.752036766241904
J30_1.RCP,1,64.5657894736842,0.2264699935913086,TS_static,38,1000,1,,60.0,100.0,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,2.506789220806343
J30_1.RCP,0,63.82894736842106,0.3752279281616211,BA_none,38,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,1.3369542510967356
J30_1.RCP,1,64.14473684210526,0.38191890716552734,BA_none,38,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,1.8383120952579861
J30_1.RCP,0,62.98684210526316,0.39443111419677734,HS_fixed_random,38,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_1.RCP,1,64.51315789473684,0.3948678970336914,HS_fixed_random,38,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,2.423229580112795
J30_2.RCP,0,94.84070294784581,0.30037498474121094,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,23.425085025858188
J30_2.RCP,1,93.50736961451247,0.3035399913787842,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,21.689893542461274
J30_2.RCP,0,79.22165532879819,0.22221899032592773,TS_static,42,1000,0,,60.0,100.0,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,3.0985562203516106
J30_2.RCP,1,76.84070294784581,0.2261199951171875,TS_static,42,1000,1,,60.0,100.0,,,,,,,,,,,,,,,10.0,20.0,True,static,1.0,4.0,10.0,,,,,,,,,,,,,,,,,,0.0
J30_2.RCP,0,97.36451247165535,0.38137292861938477,BA_none,42,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,none,10.0,,,,,,,,,,26.709554619430907
