instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_crossover_rate,param_mutation_rate,param_selection_strategy,param_tournament_size,param_use_repair,param_elitism,param_alpha,param_feasible_lower_rate,param_feasible_upper_rate,param_local_search_interval,param_neighborhood_size,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_perturbation_strength,param_tabu_tenure,param_aspiration_criterion,param_tabu_strategy,param_min_factor,param_max_factor,param_noimprove_threshold,param_elite_size,param_path_strategy,param_local_search_eval_limit,param_G0
J30_1.RCP,1,68.77631578947368,0.13871216773986816,DE_best/1_adaptiveF_bin_fixedCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,True,False,best/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,81.98684210526316,0.1879100799560547,DE_best/1_adaptiveF_exp_adaptiveCR_withLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,True,True,best/1,exp,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,79.30263157894737,0.1488170623779297,DE_best/1_adaptiveF_exp_adaptiveCR_withLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,True,True,best/1,exp,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,74.46052631578948,0.1454308032989502,DE_best/1_adaptiveF_exp_adaptiveCR_noLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,True,True,best/1,exp,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,75.98684210526316,0.142228364944458,DE_best/1_adaptiveF_exp_adaptiveCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,True,True,best/1,exp,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,71.19736842105263,0.1431729793548584,DE_best/1_adaptiveF_exp_fixedCR_withLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,True,False,best/1,exp,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,69.7763157894737,0.1419670581817627,DE_best/1_adaptiveF_exp_fixedCR_withLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,True,False,best/1,exp,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,70.98684210526316,0.14075398445129395,DE_best/1_adaptiveF_exp_fixedCR_noLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,True,False,best/1,exp,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,1,67.77631578947368,0.14105701446533203,DE_best/1_adaptiveF_exp_fixedCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,True,False,best/1,exp,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
J30_1.RCP,0,75.51315789473684,0.14647698402404785,DE_best/1_fixedF_bin_adaptiveCR_withLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,False,True,best/1,bin,random,True,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
