instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_time_limit
J30_9.RCP,0,114.29761904761905,0.10846996307373047,sa,42,1000,0,60.0
J30_9.RCP,1,128.72619047619048,0.11148309707641602,sa,42,1000,1,60.0
J30_9.RCP,0,114.82142857142857,0.10570478439331055,ils,42,1000,0,60.0
J30_9.RCP,1,157.82142857142856,0.10228085517883301,ils,42,1000,1,60.0
J30_10.RCP,0,80.27319211102996,0.13362598419189453,ga,37,1000,0,60.0
J30_10.RCP,1,79.89481373265157,0.13479018211364746,ga,37,1000,1,60.0
J30_10.RCP,0,83.02994886778671,0.10903406143188477,sa,37,1000,0,60.0
J30_10.RCP,1,82.05697589481375,0.10848093032836914,sa,37,1000,1,60.0
J30_10.RCP,0,72.1110299488678,0.1129460334777832,ils,37,1000,0,60.0
J30_10.RCP,1,72.38130021913807,0.10144996643066406,ils,37,1000,1,60.0
J30_11.RCP,0,78.66608996539793,0.13393402099609375,ga,34,1000,0,60.0
J30_11.RCP,1,83.66608996539793,0.13243794441223145,ga,34,1000,1,60.0
J30_11.RCP,0,95.90138408304499,0.10918211936950684,sa,34,1000,0,60.0
J30_11.RCP,1,86.25432525951558,0.10863208770751953,sa,34,1000,1,60.0
J30_11.RCP,0,64.5484429065744,0.10055398941040039,ils,34,1000,0,60.0
J30_11.RCP,1,72.66608996539792,0.10074210166931152,ils,34,1000,1,60.0
J30_12.RCP,0,68.94328922495274,0.13355183601379395,ga,46,1000,0,60.0
J30_12.RCP,1,68.46502835538752,0.1345667839050293,ga,46,1000,1,60.0
J30_12.RCP,0,75.07372400756144,0.11034917831420898,sa,46,1000,0,60.0
J30_12.RCP,1,72.29111531190927,0.10959887504577637,sa,46,1000,1,60.0
J30_12.RCP,0,73.72589792060491,0.10176897048950195,ils,46,1000,0,60.0
J30_12.RCP,1,67.59546313799622,0.1008760929107666,ils,46,1000,1,60.0
J30_13.RCP,0,54.663061114115735,0.13286399841308594,ga,43,1000,0,60.0
J30_13.RCP,1,53.87236343969714,0.13309884071350098,ga,43,1000,1,60.0
J30_13.RCP,0,56.98864250946458,0.1092689037322998,sa,43,1000,0,60.0
J30_13.RCP,1,57.08166576527854,0.10876917839050293,sa,43,1000,1,60.0
J30_13.RCP,0,55.26771227690643,0.10209488868713379,ils,43,1000,0,60.0
J30_13.RCP,1,56.197944835045966,0.10176610946655273,ils,43,1000,1,60.0
J30_14.RCP,0,52.54195011337868,0.13265109062194824,ga,42,1000,0,60.0
J30_14.RCP,1,51.2562358276644,0.13236713409423828,ga,42,1000,1,60.0
J30_14.RCP,0,53.11337868480725,0.10932207107543945,sa,42,1000,0,60.0
J30_14.RCP,1,59.63718820861678,0.10915112495422363,sa,42,1000,1,60.0
J30_14.RCP,0,55.63718820861678,0.10051727294921875,ils,42,1000,0,60.0
J30_14.RCP,1,47.780045351473916,0.10135722160339355,ils,42,1000,1,60.0
J30_15.RCP,0,61.50173010380624,0.1330878734588623,ga,51,1000,0,60.0
J30_15.RCP,1,64.48212226066899,0.13622093200683594,ga,51,1000,1,60.0
J30_15.RCP,0,77.54094579008076,0.10976505279541016,sa,51,1000,0,60.0
J30_15.RCP,1,71.3840830449827,0.11027693748474121,sa,51,1000,1,60.0
J30_15.RCP,0,84.9919261822376,0.10097694396972656,ils,51,1000,0,60.0
J30_15.RCP,1,68.40369088811997,0.10137391090393066,ils,51,1000,1,60.0
J30_16.RCP,0,62.956088727931196,0.13263797760009766,ga,47,1000,0,60.0
J30_16.RCP,1,70.27523766410141,0.1324470043182373,ga,47,1000,1,60.0
J30_16.RCP,0,81.84970574920779,0.10908293724060059,sa,47,1000,0,60.0
J30_16.RCP,1,72.74332277048437,0.10928583145141602,sa,47,1000,1,60.0
J30_16.RCP,0,61.89225894069715,0.1018218994140625,ils,47,1000,0,60.0
J30_16.RCP,1,74.87098234495247,0.10217595100402832,ils,47,1000,1,60.0
J30_17.RCP,0,61.17790855590765,0.13263916969299316,ga,47,1000,0,60.0
J30_17.RCP,1,50.83748302399275,0.13234877586364746,ga,47,1000,1,60.0
J30_17.RCP,0,67.73110004526936,0.1084740161895752,sa,47,1000,0,60.0
J30_17.RCP,1,68.75237664101404,0.10863304138183594,sa,47,1000,1,60.0
J30_17.RCP,0,64.15663196016297,0.10027289390563965,ils,47,1000,0,60.0
J30_17.RCP,1,71.13535536441829,0.10053515434265137,ils,47,1000,1,60.0
J30_18.RCP,0,71.73400000000001,0.13256502151489258,ga,50,1000,0,60.0
J30_18.RCP,1,70.65400000000001,0.13391780853271484,ga,50,1000,1,60.0
J30_18.RCP,0,81.054,0.10929322242736816,sa,50,1000,0,60.0
J30_18.RCP,1,77.45400000000001,0.10875415802001953,sa,50,1000,1,60.0
J30_18.RCP,0,75.65400000000001,0.10043692588806152,ils,50,1000,0,60.0
J30_18.RCP,1,75.61399999999999,0.10056591033935547,ils,50,1000,1,60.0
J30_19.RCP,0,99.0565167243368,0.1333479881286621,ga,51,1000,0,60.0
J30_19.RCP,1,109.4878892733564,0.1331772804260254,ga,51,1000,1,60.0
J30_19.RCP,0,101.21337946943484,0.10968804359436035,sa,51,1000,0,60.0
