instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,ga,0,72,500,2674.041666666667,True,501,0.2124621868133545,60
J30_1.RCP,ga,0,57,500,2066.0,True,501,0.17340302467346191,57
J30_1.RCP,ga,0,58,500,2126.913793103448,True,501,0.17556977272033691,57
J30_1.RCP,ga,0,76,500,2805.25,True,501,0.19587993621826172,76
J30_1.RCP,ga,1,72,500,2658.041666666667,True,501,0.2032470703125,70
J30_1.RCP,ga,1,57,500,2046.0,True,501,0.18685603141784668,57
J30_1.RCP,ga,1,58,500,2122.9137931034484,True,501,0.19230985641479492,55
J30_1.RCP,ga,1,76,500,2805.25,True,501,0.1982889175415039,73
J30_10.RCP,ga,0,72,500,3212.208333333333,True,501,0.1715409755706787,49
J30_10.RCP,ga,0,57,500,2683.052631578947,True,501,0.17009520530700684,49
J30_10.RCP,ga,0,58,500,2726.8448275862065,True,501,0.17090392112731934,49
J30_10.RCP,ga,0,76,500,3318.03947368421,True,501,0.16807985305786133,46
J30_10.RCP,ga,1,72,500,3212.208333333333,True,501,0.16744709014892578,51
data/psplib_raw/j30/J30_10.RCP,ga,1,57,500,inf,False,0,0.0,0
J30_10.RCP,ga,1,58,500,2726.8448275862065,True,501,0.16624188423156738,51
J30_10.RCP,ga,1,76,500,3318.03947368421,True,501,0.16666913032531738,46
J30_100.RCP,ga,0,72,500,13804.277777777777,True,501,0.18346214294433594,61
J30_100.RCP,ga,0,57,500,8275.192982456141,True,501,0.17609620094299316,56
J30_100.RCP,ga,0,58,500,8896.965517241379,True,501,0.17707490921020508,56
J30_100.RCP,ga,0,76,500,15306.894736842105,True,501,0.18419790267944336,61
J30_100.RCP,ga,1,72,500,15452.277777777777,True,501,0.176055908203125,62
J30_100.RCP,ga,1,57,500,8275.192982456141,True,501,0.17511510848999023,56
J30_100.RCP,ga,1,58,500,8896.965517241379,True,501,0.17473411560058594,56
J30_100.RCP,ga,1,76,500,17290.894736842103,True,501,0.20606780052185059,56
J30_101.RCP,ga,0,72,500,7238.027777777777,True,501,0.19068598747253418,72
data/psplib_raw/j30/J30_101.RCP,ga,0,57,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_101.RCP,ga,0,58,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_101.RCP,ga,0,76,500,inf,False,0,0.0,0
J30_101.RCP,ga,1,72,500,7508.027777777777,True,501,0.16176795959472656,71
data/psplib_raw/j30/J30_101.RCP,ga,1,57,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_101.RCP,ga,1,58,500,inf,False,0,0.0,0
J30_101.RCP,ga,1,76,500,8985.184210526317,True,501,0.16060376167297363,73
J30_102.RCP,ga,0,72,500,12734.180555555557,True,501,0.1594550609588623,70
data/psplib_raw/j30/J30_102.RCP,ga,0,57,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_102.RCP,ga,0,58,500,inf,False,0,0.0,0
J30_102.RCP,ga,0,76,500,14717.486842105263,True,501,0.15789008140563965,76
data/psplib_raw/j30/J30_102.RCP,ga,1,72,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_102.RCP,ga,1,57,500,inf,False,0,0.0,0
data/psplib_raw/j30/J30_102.RCP,ga,1,58,500,inf,False,0,0.0,0
J30_102.RCP,ga,1,76,500,14725.486842105263,True,501,0.1609640121459961,75
