instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_w,param_c1,param_c2,param_local_search_strategy,param_restart_strategy,param_restart_threshold,param_sa_initial_temp,param_sa_final_temp,param_sa_cooling_rate,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_interval,param_hm_size,param_hmcr,param_par,param_bw,param_par_min,param_par_max,param_bw_min,param_bw_max,param_parameter_strategy,rpd
J30_3.RCP,1,76.6901027582477,0.3767218589782715,BA_none,43,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,8.559179298729164
J30_3.RCP,0,71.80638182801515,0.3925309181213379,HS_fixed_random,43,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.6459960189864014
J30_3.RCP,1,70.87614926987563,0.3891310691833496,HS_fixed_random,43,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.3291992037973204
J30_4.RCP,0,65.95041322314049,0.3007972240447998,DE_rand/1_fixedF_bin_fixedCR_noLS,55,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.937374749498954
J30_4.RCP,1,72.60495867768594,0.2947700023651123,DE_rand/1_fixedF_bin_fixedCR_noLS,55,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,37.54383767535066
J30_4.RCP,0,61.623140495867766,0.4500141143798828,PSO_none_none,55,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,16.739729458917804
J30_4.RCP,1,52.786776859504144,0.45049595832824707,PSO_none_none,55,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,0.0
J30_4.RCP,0,55.877685950413216,0.3719370365142822,BA_none,55,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,5.85546092184365
J30_4.RCP,1,56.8595041322314,0.3817479610443115,BA_none,55,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,7.715430861723414
J30_4.RCP,0,59.1504132231405,0.39288997650146484,HS_fixed_random,55,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,12.055360721442861
J30_4.RCP,1,62.82314049586776,0.3942289352416992,HS_fixed_random,55,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,19.013026052104166
J30_5.RCP,0,68.89281997918833,0.30169081687927246,DE_rand/1_fixedF_bin_fixedCR_noLS,31,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.395570828560484
J30_5.RCP,1,66.89281997918835,0.2944660186767578,DE_rand/1_fixedF_bin_fixedCR_noLS,31,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,22.72623138602519
J30_5.RCP,0,56.376690946930275,0.44797492027282715,PSO_none_none,31,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,3.4326078655975367
J30_5.RCP,1,59.27991675338189,0.4479379653930664,PSO_none_none,31,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,8.759068346697198
J30_5.RCP,0,72.7637877211238,0.3750119209289551,BA_none,31,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,33.49751813669334
J30_5.RCP,1,54.5057232049948,0.37169885635375977,BA_none,31,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,0.0
J30_5.RCP,0,57.021852237252865,0.391110897064209,HS_fixed_random,31,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.6162657502863675
J30_5.RCP,1,58.69927159209157,0.3946349620819092,HS_fixed_random,31,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,7.693776250477271
J30_6.RCP,0,61.84349030470914,0.3021697998046875,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.799585587659742
J30_6.RCP,1,62.264542936288095,0.297133207321167,DE_rand/1_fixedF_bin_fixedCR_noLS,38,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.4994819845746807
J30_6.RCP,0,62.94875346260388,0.44776487350463867,PSO_none_none,38,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,4.6368136295614395
J30_6.RCP,1,60.15927977839334,0.4515247344970703,PSO_none_none,38,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,0.0
J30_6.RCP,0,63.89612188365651,0.37569093704223633,BA_none,38,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,6.211580522620031
J30_6.RCP,1,66.00138504155125,0.3765099048614502,BA_none,38,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,9.711062507194676
J30_6.RCP,0,60.159279778393355,0.3912022113800049,HS_fixed_random,38,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,2.3622049279097153e-14
J30_6.RCP,1,60.68559556786704,0.3915579319000244,HS_fixed_random,38,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.874870496143688
J30_7.RCP,0,54.95861111111112,0.2957010269165039,DE_rand/1_fixedF_bin_fixedCR_noLS,60,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.045955695150891
J30_7.RCP,1,53.458611111111125,0.2955818176269531,DE_rand/1_fixedF_bin_fixedCR_noLS,60,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.1516152027914286
J30_7.RCP,0,53.59194444444445,0.44956398010253906,PSO_none_none,60,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,3.4088899132233674
J30_7.RCP,1,54.05861111111111,0.4591350555419922,PSO_none_none,60,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,4.309351399735195
J30_7.RCP,0,52.69194444444445,0.380598783493042,BA_none,60,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,1.6722856178076846
J30_7.RCP,1,52.69194444444445,0.3790721893310547,BA_none,60,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,1.6722856178076846
J30_7.RCP,0,51.82527777777779,0.39055609703063965,HS_fixed_random,60,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_7.RCP,1,52.258611111111115,0.3912031650543213,HS_fixed_random,60,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.8361428089038286
J30_8.RCP,0,73.91954432182271,0.2934539318084717,DE_rand/1_fixedF_bin_fixedCR_noLS,53,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.2094750958309
J30_8.RCP,1,73.01388394446423,0.29363012313842773,DE_rand/1_fixedF_bin_fixedCR_noLS,53,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.699915740004506
J30_8.RCP,0,59.995016019935925,0.4580869674682617,PSO_none_none,53,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,0.0
J30_8.RCP,1,64.33463866144535,0.4502089023590088,PSO_none_none,53,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,7.23330524666816
J30_8.RCP,0,63.69312922748309,0.37653088569641113,BA_none,53,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,6.16403403629113
J30_8.RCP,1,61.65539337842649,0.3899071216583252,BA_none,53,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,2.767525485681731
J30_8.RCP,0,63.46671413314347,0.3918778896331787,HS_fixed_random,53,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,5.786644197334531
J30_8.RCP,1,67.7308650765397,0.3933241367340088,HS_fixed_random,53,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,12.894152831017175
J30_9.RCP,0,89.05952380952381,0.3047761917114258,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.7086336018086765
J30_9.RCP,1,100.91666666666667,0.3009459972381592,DE_rand/1_fixedF_bin_fixedCR_noLS,42,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.782393669634033
J30_9.RCP,0,92.29761904761902,0.4495511054992676,PSO_none_none,42,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,9.552070086194686
J30_9.RCP,1,85.29761904761905,0.4488852024078369,PSO_none_none,42,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,1.2434647449484284
J30_9.RCP,0,86.25,0.3829050064086914,BA_none,42,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,2.3738872403560833
J30_9.RCP,1,85.82142857142857,0.380645751953125,BA_none,42,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,1.865197117422634
J30_9.RCP,0,84.25,0.3881552219390869,HS_fixed_random,42,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.0
J30_9.RCP,1,84.53571428571429,0.3930788040161133,HS_fixed_random,42,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,0.33912674862230485
J30_10.RCP,0,74.59751643535428,0.294968843460083,DE_rand/1_fixedF_bin_fixedCR_noLS,37,1000,0,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.46613064915406
J30_10.RCP,1,77.5164353542732,0.29231810569763184,DE_rand/1_fixedF_bin_fixedCR_noLS,37,1000,1,50.0,60.0,100.0,0.1,0.9,False,False,rand/1,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.553775650074702
J30_10.RCP,0,73.67859751643536,0.4490489959716797,PSO_none_none,37,1000,0,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,3.1792794451605237
J30_10.RCP,1,73.78670562454347,0.4482719898223877,PSO_none_none,37,1000,1,50.0,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,,,,,,,,,,3.3306737044538868
J30_10.RCP,0,72.9218407596786,0.37645697593688965,BA_none,37,1000,0,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,2.1195196301070225
J30_10.RCP,1,71.40832724616507,0.3760061264038086,BA_none,37,1000,1,50.0,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,,,,,,,,,,0.0
J30_10.RCP,0,72.54346238130023,0.3902437686920166,HS_fixed_random,37,1000,0,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,1.5896397225802816
J30_10.RCP,1,74.32724616508399,0.39261507987976074,HS_fixed_random,37,1000,1,,60.0,,,,,,,,random,,,,,,,,,,,,,,,,,,,,,,,,50.0,0.9,0.3,2.0,0.1,0.9,1.0,5.0,fixed,4.087645000920642
