instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,ga,0,0,100000,35.244166666666665,True,4401,5.053833961486816,60
J30_1.RCP,ga,1,0,100000,35.244166666666665,True,3801,5.0502989292144775,60
J30_10.RCP,ga,0,0,100000,45.123345935727784,True,4751,5.006375074386597,46
J30_10.RCP,ga,1,0,100000,45.123345935727784,True,4801,5.034712076187134,46
J30_100.RCP,ga,0,0,100000,118.488,True,4801,5.049993991851807,50
J30_100.RCP,ga,1,0,100000,126.79430988081508,True,4751,5.025300979614258,51
J30_101.RCP,ga,0,0,100000,87.29946291188851,True,4451,5.031846046447754,83
J30_101.RCP,ga,1,0,100000,98.25358024691357,True,4301,5.009001970291138,90
J30_102.RCP,ga,0,0,100000,154.58011937557393,True,4801,5.039545059204102,66
J30_102.RCP,ga,1,0,100000,154.58011937557393,True,4901,5.03446888923645,66
