instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_time_limit,param_seed,param_problem_type,param_use_delay_factors,param_population_size,param_crossover_rate,param_mutation_rate,param_tournament_size,param_crossover,param_mutation,param_elitism,param_initial_temperature,param_cooling_rate,param_min_temperature,param_iterations_per_temperature,param_mutation_operator,param_perturbation_strength,param_local_search_operator,param_perturbation_operator,param_acceptance
J30_1.RCP,0,156.51315789473688,0.14054203033447266,ga,38,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_1.RCP,1,156.51315789473688,0.13776731491088867,ga,38,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_1.RCP,0,156.51315789473688,0.12394070625305176,sa,38,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_1.RCP,1,156.51315789473688,0.12107276916503906,sa,38,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_1.RCP,0,156.51315789473688,0.12249183654785156,ils,38,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_1.RCP,1,156.51315789473688,0.12348008155822754,ils,38,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_2.RCP,0,149.69784580498867,0.13561081886291504,ga,42,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_2.RCP,1,149.69784580498867,0.13610315322875977,ga,42,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_2.RCP,0,149.69784580498867,0.12292790412902832,sa,42,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_2.RCP,1,149.69784580498867,0.1220860481262207,sa,42,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_2.RCP,0,149.69784580498867,0.1276700496673584,ils,42,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_2.RCP,1,149.69784580498867,0.12539076805114746,ils,42,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_3.RCP,0,126.69010275824769,0.13451409339904785,ga,43,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_3.RCP,1,126.69010275824769,0.1337881088256836,ga,43,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_3.RCP,0,126.69010275824769,0.12112283706665039,sa,43,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_3.RCP,1,126.69010275824769,0.12048101425170898,sa,43,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_3.RCP,0,126.69010275824769,0.12203216552734375,ils,43,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_3.RCP,1,126.69010275824769,0.1210031509399414,ils,43,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_4.RCP,0,163.0413223140496,0.13366222381591797,ga,55,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_4.RCP,1,163.0413223140496,0.13674688339233398,ga,55,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_4.RCP,0,163.0413223140496,0.12150382995605469,sa,55,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_4.RCP,1,163.0413223140496,0.12110781669616699,sa,55,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_4.RCP,0,163.0413223140496,0.1210329532623291,ils,55,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_4.RCP,1,163.0413223140496,0.12125396728515625,ils,55,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_5.RCP,0,127.98959417273676,0.1326429843902588,ga,31,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_5.RCP,1,127.98959417273676,0.1324758529663086,ga,31,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_5.RCP,0,127.98959417273676,0.11908197402954102,sa,31,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_5.RCP,1,127.98959417273676,0.12151503562927246,sa,31,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_5.RCP,0,127.98959417273676,0.12015891075134277,ils,31,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_5.RCP,1,127.98959417273676,0.11998391151428223,ils,31,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_6.RCP,0,90.36980609418283,0.13220930099487305,ga,38,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_6.RCP,1,90.36980609418283,0.13276219367980957,ga,38,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_6.RCP,0,90.36980609418283,0.11989498138427734,sa,38,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_6.RCP,1,90.36980609418283,0.1197659969329834,sa,38,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_6.RCP,0,90.36980609418283,0.1204080581665039,ils,38,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_6.RCP,1,90.36980609418283,0.12129497528076172,ils,38,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_7.RCP,0,83.02527777777777,0.13346600532531738,ga,60,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_7.RCP,1,83.02527777777777,0.1331157684326172,ga,60,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_7.RCP,0,83.02527777777777,0.12073993682861328,sa,60,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_7.RCP,1,83.02527777777777,0.12073397636413574,sa,60,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_7.RCP,0,83.02527777777777,0.12248992919921875,ils,60,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_7.RCP,1,83.02527777777777,0.12412905693054199,ils,60,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_8.RCP,0,154.749733001068,0.13417911529541016,ga,53,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_8.RCP,1,154.749733001068,0.13802790641784668,ga,53,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_8.RCP,0,154.749733001068,0.12295293807983398,sa,53,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_8.RCP,1,154.749733001068,0.12659406661987305,sa,53,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_8.RCP,0,154.749733001068,0.12854385375976562,ils,53,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_8.RCP,1,154.749733001068,0.12544727325439453,ils,53,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
