instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_perturbation_strength,param_max_iterations
J30_1.RCP,0,72.03947368421052,0.13954591751098633,ga,38,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_1.RCP,1,73.9342105263158,0.13496088981628418,ga,38,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_1.RCP,0,86.5657894736842,0.10926699638366699,sa,38,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_1.RCP,1,87.03947368421052,0.11082100868225098,sa,38,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_1.RCP,0,104.46052631578948,0.10091710090637207,ils,38,1000,0,,,,60.0,,,,5.0,100.0
J30_1.RCP,1,77.88157894736842,0.10080599784851074,ils,38,1000,1,,,,60.0,,,,5.0,100.0
J30_2.RCP,0,92.50736961451247,0.13558721542358398,ga,42,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_2.RCP,1,99.36451247165535,0.13341307640075684,ga,42,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_2.RCP,0,99.031179138322,0.10948681831359863,sa,42,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_2.RCP,1,103.36451247165535,0.10889077186584473,sa,42,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_2.RCP,0,94.22165532879819,0.10065484046936035,ils,42,1000,0,,,,60.0,,,,5.0,100.0
J30_2.RCP,1,100.60260770975057,0.10065412521362305,ils,42,1000,1,,,,60.0,,,,5.0,100.0
J30_3.RCP,0,77.66684694429422,0.13512086868286133,ga,43,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_3.RCP,1,77.15521903731748,0.13366913795471191,ga,43,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_3.RCP,0,82.8761492698756,0.11019015312194824,sa,43,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_3.RCP,1,83.29475392103839,0.11223101615905762,sa,43,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_3.RCP,0,72.69010275824769,0.10186409950256348,ils,43,1000,0,,,,60.0,,,,5.0,100.0
J30_3.RCP,1,76.92266089778259,0.10078811645507812,ils,43,1000,1,,,,60.0,,,,5.0,100.0
J30_4.RCP,0,70.82314049586778,0.1344587802886963,ga,55,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_4.RCP,1,81.76859504132233,0.1339428424835205,ga,55,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_4.RCP,0,76.20495867768595,0.10993504524230957,sa,55,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_4.RCP,1,76.82314049586778,0.1119089126586914,sa,55,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_4.RCP,0,69.22314049586777,0.10267281532287598,ils,55,1000,0,,,,60.0,,,,5.0,100.0
J30_4.RCP,1,73.33223140495868,0.1033482551574707,ils,55,1000,1,,,,60.0,,,,5.0,100.0
J30_5.RCP,0,71.66701352757542,0.13435697555541992,ga,31,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_5.RCP,1,77.21540062434961,0.132612943649292,ga,31,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_5.RCP,0,86.57023933402704,0.10883283615112305,sa,31,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_5.RCP,1,80.312174817898,0.10844802856445312,sa,31,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_5.RCP,0,71.73152965660768,0.10185098648071289,ils,31,1000,0,,,,60.0,,,,5.0,100.0
J30_5.RCP,1,71.98959417273672,0.10622406005859375,ils,31,1000,1,,,,60.0,,,,5.0,100.0
J30_6.RCP,0,66.00138504155125,0.14491486549377441,ga,38,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_6.RCP,1,66.5803324099723,0.13783502578735352,ga,38,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_6.RCP,0,68.00138504155125,0.11202478408813477,sa,38,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_6.RCP,1,71.00138504155125,0.11164402961730957,sa,38,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_6.RCP,0,63.106648199445985,0.1004331111907959,ils,38,1000,0,,,,60.0,,,,5.0,100.0
J30_6.RCP,1,63.36980609418283,0.10083484649658203,ils,38,1000,1,,,,60.0,,,,5.0,100.0
J30_7.RCP,0,55.358611111111124,0.13585400581359863,ga,60,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_7.RCP,1,52.85861111111112,0.13601398468017578,ga,60,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_7.RCP,0,57.39194444444445,0.1094810962677002,sa,60,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_7.RCP,1,61.191944444444445,0.110260009765625,sa,60,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_7.RCP,0,59.42527777777779,0.10048103332519531,ils,60,1000,0,,,,60.0,,,,5.0,100.0
J30_7.RCP,1,88.95861111111111,0.1002049446105957,ils,60,1000,1,,,,60.0,,,,5.0,100.0
J30_8.RCP,0,79.88180847276611,0.13396501541137695,ga,53,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_8.RCP,1,77.42897828408687,0.13352704048156738,ga,53,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_8.RCP,0,80.03275186899252,0.10976004600524902,sa,53,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_8.RCP,1,73.6553933784265,0.1098330020904541,sa,53,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_8.RCP,0,69.24029903880384,0.10183501243591309,ils,53,1000,0,,,,60.0,,,,5.0,100.0
J30_8.RCP,1,82.78746885012458,0.10175108909606934,ils,53,1000,1,,,,60.0,,,,5.0,100.0
J30_9.RCP,0,93.91666666666667,0.13506484031677246,ga,42,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_9.RCP,1,107.25,0.13254690170288086,ga,42,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_9.RCP,0,114.29761904761905,0.10873079299926758,sa,42,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_9.RCP,1,128.72619047619048,0.1100759506225586,sa,42,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_9.RCP,0,114.82142857142857,0.1026771068572998,ils,42,1000,0,,,,60.0,,,,5.0,100.0
J30_9.RCP,1,157.82142857142856,0.10184812545776367,ils,42,1000,1,,,,60.0,,,,5.0,100.0
J30_10.RCP,0,80.27319211102996,0.1334218978881836,ga,37,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_10.RCP,1,79.89481373265157,0.13396501541137695,ga,37,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_10.RCP,0,83.02994886778671,0.11458921432495117,sa,37,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_10.RCP,1,82.05697589481375,0.11447715759277344,sa,37,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_10.RCP,0,72.1110299488678,0.1032261848449707,ils,37,1000,0,,,,60.0,,,,5.0,100.0
J30_10.RCP,1,72.38130021913807,0.10963320732116699,ils,37,1000,1,,,,60.0,,,,5.0,100.0
