instance_id,algorithm,seed,horizon,max_evaluations,best_objective,is_feasible,n_evaluations,runtime,makespan
J30_1.RCP,ga,0,0,100000,35.244166666666665,True,4251,5.002736806869507,60
J30_1.RCP,ga,1,0,100000,35.244166666666665,True,4251,5.013028860092163,60
J30_10.RCP,ga,0,0,100000,45.123345935727784,True,4651,5.0227930545806885,46
J30_10.RCP,ga,1,0,100000,45.123345935727784,True,4701,5.0505828857421875,46
J30_100.RCP,ga,0,0,100000,118.488,True,4601,5.019485950469971,50
J30_100.RCP,ga,1,0,100000,126.79430988081508,True,4651,5.0489606857299805,51
J30_101.RCP,ga,0,0,100000,87.29946291188851,True,4301,5.016373872756958,83
J30_101.RCP,ga,1,0,100000,94.49245260234271,True,4551,5.001101970672607,91
J30_102.RCP,ga,0,0,100000,154.58011937557393,True,4801,5.047822952270508,66
J30_102.RCP,ga,1,0,100000,154.58011937557393,True,4801,5.035578966140747,66
