instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_crossover_rate,param_mutation_rate,param_time_limit,param_initial_temperature,param_cooling_rate,param_iterations_per_temperature,param_perturbation_strength,param_max_iterations
J30_1.RCP,0,72.03947368421052,0.14339303970336914,ga,38,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_1.RCP,1,73.9342105263158,0.13674712181091309,ga,38,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_1.RCP,0,86.5657894736842,0.11029505729675293,sa,38,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_1.RCP,1,87.03947368421052,0.10933804512023926,sa,38,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_1.RCP,0,104.46052631578948,0.10058283805847168,ils,38,1000,0,,,,60.0,,,,5.0,100.0
J30_1.RCP,1,77.88157894736842,0.10150790214538574,ils,38,1000,1,,,,60.0,,,,5.0,100.0
J30_2.RCP,0,92.50736961451247,0.13490080833435059,ga,42,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_2.RCP,1,99.36451247165535,0.13811516761779785,ga,42,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_2.RCP,0,99.031179138322,0.11305999755859375,sa,42,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_2.RCP,1,103.36451247165535,0.1103670597076416,sa,42,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_2.RCP,0,94.22165532879819,0.10106587409973145,ils,42,1000,0,,,,60.0,,,,5.0,100.0
J30_2.RCP,1,100.60260770975057,0.10091209411621094,ils,42,1000,1,,,,60.0,,,,5.0,100.0
J30_3.RCP,0,77.66684694429422,0.13454794883728027,ga,43,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_3.RCP,1,77.15521903731748,0.13397717475891113,ga,43,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_3.RCP,0,82.8761492698756,0.10949015617370605,sa,43,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_3.RCP,1,83.29475392103839,0.10929989814758301,sa,43,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_3.RCP,0,72.69010275824769,0.10025382041931152,ils,43,1000,0,,,,60.0,,,,5.0,100.0
J30_3.RCP,1,76.92266089778259,0.10144710540771484,ils,43,1000,1,,,,60.0,,,,5.0,100.0
J30_4.RCP,0,70.82314049586778,0.13703322410583496,ga,55,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_4.RCP,1,81.76859504132233,0.13385796546936035,ga,55,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_4.RCP,0,76.20495867768595,0.10988497734069824,sa,55,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_4.RCP,1,76.82314049586778,0.11014509201049805,sa,55,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_4.RCP,0,69.22314049586777,0.10106492042541504,ils,55,1000,0,,,,60.0,,,,5.0,100.0
J30_4.RCP,1,73.33223140495868,0.1012568473815918,ils,55,1000,1,,,,60.0,,,,5.0,100.0
J30_5.RCP,0,71.66701352757542,0.13302874565124512,ga,31,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_5.RCP,1,77.21540062434961,0.13204503059387207,ga,31,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_5.RCP,0,86.57023933402704,0.1087350845336914,sa,31,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_5.RCP,1,80.312174817898,0.10948991775512695,sa,31,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_5.RCP,0,71.73152965660768,0.09991717338562012,ils,31,1000,0,,,,60.0,,,,5.0,100.0
J30_5.RCP,1,71.98959417273672,0.10042810440063477,ils,31,1000,1,,,,60.0,,,,5.0,100.0
J30_6.RCP,0,66.00138504155125,0.13345694541931152,ga,38,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_6.RCP,1,66.5803324099723,0.1328110694885254,ga,38,1000,1,50.0,0.9,0.1,60.0,,,,,
J30_6.RCP,0,68.00138504155125,0.10834097862243652,sa,38,1000,0,,,,60.0,10000.0,0.995,10.0,,
J30_6.RCP,1,71.00138504155125,0.10809087753295898,sa,38,1000,1,,,,60.0,10000.0,0.995,10.0,,
J30_6.RCP,0,63.106648199445985,0.09991812705993652,ils,38,1000,0,,,,60.0,,,,5.0,100.0
J30_6.RCP,1,63.36980609418283,0.10077691078186035,ils,38,1000,1,,,,60.0,,,,5.0,100.0
J30_7.RCP,0,55.358611111111124,0.13507914543151855,ga,60,1000,0,50.0,0.9,0.1,60.0,,,,,
J30_7.RCP,1,52.85861111111112,0.1329631805419922,ga,60,1000,1,50.0,0.9,0.1,60.0,,,,,
