instance_id,seed,best_objective,runtime,algorithm_name,param_max_evaluations,param_max_iterations,param_time_limit,param_seed,param_problem_type,param_population_size,param_n_generations,param_crossover_rate,param_mutation_rate,param_tournament_size,param_crossover,param_mutation,param_elitism,param_initial_temperature,param_cooling_rate,param_min_temperature,param_iterations_per_temperature,param_mutation_operator,param_perturbation_strength,param_local_search_operator,param_perturbation_operator,param_acceptance
J30_123.RCP,0,40.25520214030916,5.000155210494995,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_123.RCP,1,39.77409308980725,5.000877141952515,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_123.RCP,0,37.126723762519966,5.000452756881714,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_123.RCP,1,36.57232994767621,5.00183892250061,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_124.RCP,0,45.59787258642618,5.037603139877319,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_124.RCP,1,39.13972107438017,5.061596870422363,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_124.RCP,0,41.21627691901176,5.000764846801758,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_124.RCP,1,42.65373587451509,5.000472068786621,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_124.RCP,0,38.68153010411951,5.001565217971802,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_124.RCP,1,31.075113378684808,5.0018157958984375,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_125.RCP,0,40.199111111111115,5.029961109161377,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_125.RCP,1,39.75548790257971,5.0029497146606445,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_125.RCP,0,38.90841625906561,5.000080823898315,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_125.RCP,1,46.60543628808865,5.000058889389038,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_125.RCP,0,39.89490997229917,5.001449823379517,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_125.RCP,1,38.60703125,5.00073504447937,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_126.RCP,0,42.555039256529405,5.022532939910889,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_126.RCP,1,50.39744792644023,5.06141209602356,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_126.RCP,0,50.053333333333335,5.000516891479492,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_126.RCP,1,44.782887357795225,5.000590085983276,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_126.RCP,0,43.100016866250634,5.002763986587524,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_126.RCP,1,46.60651037274414,5.001305818557739,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_127.RCP,0,47.090048674959434,5.063183069229126,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_127.RCP,1,35.92318594104309,5.043256044387817,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_127.RCP,0,45.91257094553798,5.00148606300354,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_127.RCP,1,46.06679286100595,5.000147819519043,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_127.RCP,0,42.409758353566886,5.002595901489258,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_127.RCP,1,42.38825297722281,5.002564191818237,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_128.RCP,0,35.182581203658394,5.0243799686431885,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_128.RCP,1,32.92477252338844,5.0484747886657715,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_128.RCP,0,36.55040644505734,5.000626802444458,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_128.RCP,1,36.29043736768614,5.0005481243133545,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_128.RCP,0,35.41413988657845,5.00266695022583,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_128.RCP,1,35.182581203658394,5.0021138191223145,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_129.RCP,0,45.30381768036,5.017006874084473,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_129.RCP,1,44.78240190249702,5.006608963012695,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_129.RCP,0,48.449702541914554,5.0014708042144775,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_129.RCP,1,48.44240702479339,5.000138998031616,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_129.RCP,0,44.56598161168199,5.003051042556763,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_129.RCP,1,46.99700831024931,5.001913070678711,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_13.RCP,0,54.38732645069418,5.0493481159210205,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_13.RCP,1,54.38732645069418,5.028159856796265,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_13.RCP,0,54.38732645069418,5.000281810760498,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_13.RCP,1,54.38732645069418,5.000156879425049,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_13.RCP,0,54.38732645069418,5.001787185668945,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_13.RCP,1,54.38732645069418,5.0005457401275635,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_130.RCP,0,47.87824394463667,5.023007154464722,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_130.RCP,1,44.76421277244323,5.005924940109253,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_130.RCP,0,46.78364444444445,5.000219106674194,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_130.RCP,1,47.86901314323903,5.0008862018585205,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_130.RCP,0,43.930311111111116,5.001500129699707,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_130.RCP,1,45.64074886152809,5.002709150314331,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_131.RCP,0,73.61322314049588,5.02921199798584,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_131.RCP,1,72.51337448559671,5.019398927688599,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_131.RCP,0,70.59504132231403,5.000056028366089,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_131.RCP,1,72.51337448559671,5.00027322769165,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_131.RCP,0,70.99504132231405,5.001902103424072,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_131.RCP,1,70.84670781893004,5.001538038253784,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_132.RCP,0,62.29173875432525,5.050548076629639,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_132.RCP,1,63.389203948750264,5.000599145889282,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_132.RCP,0,57.895726955119585,5.000778913497925,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_132.RCP,1,58.1252351518409,5.000836133956909,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_132.RCP,0,50.634722222222216,5.00026273727417,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_132.RCP,1,52.96805555555556,5.0016560554504395,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_133.RCP,0,73.6553846153846,5.00430965423584,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_133.RCP,1,82.53856749311294,5.0001380443573,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_133.RCP,0,68.79974048442907,5.000481128692627,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_133.RCP,1,61.59989594172736,5.000046014785767,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_133.RCP,0,68.30517578125,5.0018792152404785,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_133.RCP,1,65.87150415721844,5.002003192901611,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_134.RCP,0,60.477407847800244,5.029947996139526,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_134.RCP,1,66.08384842784197,5.034040927886963,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_134.RCP,0,72.34277777777778,5.000948905944824,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_134.RCP,1,64.10944444444445,5.0001747608184814,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_134.RCP,0,64.64389042782395,5.002044916152954,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_134.RCP,1,64.50944444444444,5.00019097328186,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_135.RCP,0,138.2233091583741,5.053130865097046,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_135.RCP,1,125.5220104570754,5.006204128265381,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_135.RCP,0,125.5220104570754,5.000925302505493,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_135.RCP,1,139.4084281365166,5.00108528137207,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_135.RCP,0,124.19493754109139,5.001058101654053,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_135.RCP,1,139.4084281365166,5.00213885307312,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_136.RCP,0,99.65879017013232,5.004846096038818,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_136.RCP,1,106.4047619047619,5.0521628856658936,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_136.RCP,0,107.38192419825074,5.000548839569092,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_136.RCP,1,99.65879017013232,5.000386953353882,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_136.RCP,0,99.65879017013232,5.001390695571899,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_136.RCP,1,99.65879017013232,5.001713275909424,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_137.RCP,0,75.45135275754423,5.048171043395996,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_137.RCP,1,61.87438016528925,5.019064903259277,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_137.RCP,0,80.3513888888889,5.000793218612671,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_137.RCP,1,77.81959207124389,5.000610113143921,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_137.RCP,0,67.1932882414152,5.000102758407593,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_137.RCP,1,66.90433783395575,5.001958847045898,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_138.RCP,0,77.04066115702479,5.015387296676636,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_138.RCP,1,100.87273771904624,5.004311800003052,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_138.RCP,0,95.10315101070155,5.000868797302246,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_138.RCP,1,96.17211652794293,5.000547885894775,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_138.RCP,0,97.94398276392737,5.001326084136963,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_138.RCP,1,74.15466392318245,5.001677751541138,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_139.RCP,0,66.66515495086922,5.018331050872803,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_139.RCP,1,73.96583333333334,5.003045082092285,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_139.RCP,0,65.69916666666667,5.000823974609375,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_139.RCP,1,67.5472565354783,5.000772953033447,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_139.RCP,0,65.39102391830153,5.001595973968506,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_139.RCP,1,63.20065398335315,5.001473903656006,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_14.RCP,0,65.67652973283538,5.027105093002319,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_14.RCP,1,65.78668054110302,5.040165185928345,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_14.RCP,0,65.67652973283538,5.000419855117798,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_14.RCP,1,65.78668054110302,5.000691890716553,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_14.RCP,0,65.67652973283538,5.000607967376709,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_14.RCP,1,65.67652973283538,5.001814126968384,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_140.RCP,0,126.381960191484,5.025835990905762,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_140.RCP,1,112.472681359045,5.027092933654785,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_140.RCP,0,110.10508875739644,5.000164270401001,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_140.RCP,1,111.14386495338876,5.000118017196655,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_140.RCP,0,102.773681640625,5.001956224441528,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_140.RCP,1,110.75124260355031,5.000698804855347,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_141.RCP,0,130.59665006790402,5.0464959144592285,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_141.RCP,1,122.93707559981893,5.005043983459473,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_141.RCP,0,171.02218198279766,5.000280141830444,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_141.RCP,1,146.25992438563327,5.000823736190796,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_141.RCP,0,129.57537347215933,5.002154111862183,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_141.RCP,1,129.57537347215933,5.001640319824219,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_142.RCP,0,261.1432291666667,5.027565240859985,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_142.RCP,1,257.8515625,5.003181219100952,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_142.RCP,0,259.8098958333333,5.000421047210693,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_142.RCP,1,260.11072664359864,5.000690937042236,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_142.RCP,0,243.38159999999996,5.00117301940918,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_142.RCP,1,257.1848958333333,5.001201868057251,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_143.RCP,0,99.24457102171591,5.048313140869141,ga,100000,1000,5.0,0,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_143.RCP,1,90.89350249903885,5.049020051956177,ga,100000,1000,5.0,1,rlp,50.0,1000.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_143.RCP,0,99.24457102171591,5.000200986862183,sa,100000,1000,5.0,0,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_143.RCP,1,107.16040000000001,5.000436067581177,sa,100000,1000,5.0,1,rlp,,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_143.RCP,0,93.9131103421761,5.0019612312316895,ils,100000,1000,5.0,0,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
J30_143.RCP,1,99.24457102171591,5.001770973205566,ils,100000,1000,5.0,1,rlp,,,,,,,,,,,,,,5.0,swap,swap,best
