instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_time_limit,param_seed,param_problem_type,param_use_delay_factors,param_population_size,param_crossover_rate,param_mutation_rate,param_tournament_size,param_crossover,param_mutation,param_elitism,param_initial_temperature,param_cooling_rate,param_min_temperature,param_iterations_per_temperature,param_mutation_operator,param_perturbation_strength,param_local_search_operator,param_perturbation_operator,param_acceptance
J30_1.RCP,0,156.51315789473688,0.14376401901245117,ga,38,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_1.RCP,1,156.51315789473688,0.13793396949768066,ga,38,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_1.RCP,0,156.51315789473688,0.12490510940551758,sa,38,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_1.RCP,1,156.51315789473688,0.12495994567871094,sa,38,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_1.RCP,0,156.51315789473688,0.12504100799560547,ils,38,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_1.RCP,1,156.51315789473688,0.12603330612182617,ils,38,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_2.RCP,0,149.69784580498867,0.13855409622192383,ga,42,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_2.RCP,1,149.69784580498867,0.13811397552490234,ga,42,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_2.RCP,0,149.69784580498867,0.12366509437561035,sa,42,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_2.RCP,1,149.69784580498867,0.12270784378051758,sa,42,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_2.RCP,0,149.69784580498867,0.12508583068847656,ils,42,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_2.RCP,1,149.69784580498867,0.12502002716064453,ils,42,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_3.RCP,0,126.69010275824769,0.13355183601379395,ga,43,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_3.RCP,1,126.69010275824769,0.13376116752624512,ga,43,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_3.RCP,0,126.69010275824769,0.12135505676269531,sa,43,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_3.RCP,1,126.69010275824769,0.12067723274230957,sa,43,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_3.RCP,0,126.69010275824769,0.12168192863464355,ils,43,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_3.RCP,1,126.69010275824769,0.12088394165039062,ils,43,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_4.RCP,0,163.0413223140496,0.1347360610961914,ga,55,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_4.RCP,1,163.0413223140496,0.14211773872375488,ga,55,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_4.RCP,0,163.0413223140496,0.12395381927490234,sa,55,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_4.RCP,1,163.0413223140496,0.1219949722290039,sa,55,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_4.RCP,0,163.0413223140496,0.12272834777832031,ils,55,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_4.RCP,1,163.0413223140496,0.12251806259155273,ils,55,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_5.RCP,0,127.98959417273676,0.13327288627624512,ga,31,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_5.RCP,1,127.98959417273676,0.13259005546569824,ga,31,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_5.RCP,0,127.98959417273676,0.11961698532104492,sa,31,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_5.RCP,1,127.98959417273676,0.12163805961608887,sa,31,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_5.RCP,0,127.98959417273676,0.12074398994445801,ils,31,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_5.RCP,1,127.98959417273676,0.1201012134552002,ils,31,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_6.RCP,0,90.36980609418283,0.13309216499328613,ga,38,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_6.RCP,1,90.36980609418283,0.13314032554626465,ga,38,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_6.RCP,0,90.36980609418283,0.1205439567565918,sa,38,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_6.RCP,1,90.36980609418283,0.11984682083129883,sa,38,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_6.RCP,0,90.36980609418283,0.1212470531463623,ils,38,1000,60.0,0,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_6.RCP,1,90.36980609418283,0.12122893333435059,ils,38,1000,60.0,1,rlp,False,,,,,,,,,,,,,5.0,swap,swap,better
J30_7.RCP,0,83.02527777777777,0.13440275192260742,ga,60,1000,60.0,0,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_7.RCP,1,83.02527777777777,0.13345098495483398,ga,60,1000,60.0,1,rlp,False,50.0,0.8,0.1,3.0,ox1,swap,2.0,,,,,,,,,
J30_7.RCP,0,83.02527777777777,0.12024688720703125,sa,60,1000,60.0,0,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
J30_7.RCP,1,83.02527777777777,0.12042999267578125,sa,60,1000,60.0,1,rlp,False,,,,,,,,10000.0,0.995,1.0,100.0,swap,,,,
