instance_id,seed,best_objective,runtime,algorithm_name,deadline,param_max_evaluations,param_seed,param_population_size,param_time_limit,param_max_iterations,param_F,param_CR,param_use_adaptive_F,param_use_adaptive_CR,param_mutation_strategy,param_crossover_strategy,param_initialization_strategy,param_use_local_search,param_local_search_top,param_F_min,param_F_max,param_CR_min,param_CR_max,param_K0,param_w,param_c1,param_c2,param_local_search_strategy,param_restart_strategy,param_restart_threshold,param_sa_initial_temp,param_sa_final_temp,param_sa_cooling_rate,param_f_min,param_f_max,param_A0,param_r0,param_alpha,param_gamma,param_local_search_interval,rpd
J30_4.RCP,0,71.73223140495867,0.33129096031188965,DE_rand/2_fixedF_bin_fixedCR_noLS,55,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,35.8905310621242
J30_4.RCP,1,69.62314049586776,0.32823705673217773,DE_rand/2_fixedF_bin_fixedCR_noLS,55,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,31.895040080160275
J30_4.RCP,0,61.623140495867766,0.48164916038513184,PSO_none_none,55,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,16.739729458917804
J30_4.RCP,1,52.786776859504144,0.4764530658721924,PSO_none_none,55,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,0.0
J30_4.RCP,0,55.877685950413216,0.40790700912475586,BA_none,55,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,5.85546092184365
J30_4.RCP,1,56.8595041322314,0.424267053604126,BA_none,55,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,7.715430861723414
J30_5.RCP,0,67.08636836628513,0.3365137577056885,DE_rand/2_fixedF_bin_fixedCR_noLS,31,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,23.08132875143185
J30_5.RCP,1,64.89281997918835,0.33361291885375977,DE_rand/2_fixedF_bin_fixedCR_noLS,31,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,19.056891943489873
J30_5.RCP,0,56.376690946930275,0.4834401607513428,PSO_none_none,31,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,3.4326078655975367
J30_5.RCP,1,59.27991675338189,0.4974019527435303,PSO_none_none,31,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,8.759068346697198
J30_5.RCP,0,72.7637877211238,0.40822386741638184,BA_none,31,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,33.49751813669334
J30_5.RCP,1,54.5057232049948,0.40546107292175293,BA_none,31,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,0.0
J30_6.RCP,0,63.159279778393355,0.33594703674316406,DE_rand/2_fixedF_bin_fixedCR_noLS,38,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,4.986761828018904
J30_6.RCP,1,61.94875346260388,0.3266749382019043,DE_rand/2_fixedF_bin_fixedCR_noLS,38,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,2.97455968688848
J30_6.RCP,0,62.94875346260388,0.47922277450561523,PSO_none_none,38,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,4.6368136295614395
J30_6.RCP,1,60.15927977839334,0.4864790439605713,PSO_none_none,38,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,0.0
J30_6.RCP,0,63.89612188365651,0.40636372566223145,BA_none,38,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,6.211580522620031
J30_6.RCP,1,66.00138504155125,0.41200995445251465,BA_none,38,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,9.711062507194676
J30_7.RCP,0,53.958611111111125,0.33278393745422363,DE_rand/2_fixedF_bin_fixedCR_noLS,60,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,2.403909516002352
J30_7.RCP,1,53.52527777777779,0.35295915603637695,DE_rand/2_fixedF_bin_fixedCR_noLS,60,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,1.581519418422597
J30_7.RCP,0,53.59194444444445,0.4905118942260742,PSO_none_none,60,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,1.708040971896397
J30_7.RCP,1,54.05861111111111,0.48395705223083496,PSO_none_none,60,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,2.593691846213039
J30_7.RCP,0,52.69194444444445,0.4142460823059082,BA_none,60,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,0.0
J30_7.RCP,1,52.69194444444445,0.40715789794921875,BA_none,60,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,0.0
J30_8.RCP,0,76.93841224635102,0.32903289794921875,DE_rand/2_fixedF_bin_fixedCR_noLS,53,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,28.241339615252247
J30_8.RCP,1,69.50444998220007,0.3288288116455078,DE_rand/2_fixedF_bin_fixedCR_noLS,53,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,15.850373236177198
J30_8.RCP,0,59.995016019935925,0.4778001308441162,PSO_none_none,53,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,0.0
J30_8.RCP,1,64.33463866144535,0.4878370761871338,PSO_none_none,53,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,7.23330524666816
J30_8.RCP,0,63.69312922748309,0.4070608615875244,BA_none,53,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,6.16403403629113
J30_8.RCP,1,61.65539337842649,0.4095909595489502,BA_none,53,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,2.767525485681731
J30_9.RCP,0,104.39285714285714,0.33324480056762695,DE_rand/2_fixedF_bin_fixedCR_noLS,42,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,22.386601535240743
J30_9.RCP,1,95.01190476190476,0.3270721435546875,DE_rand/2_fixedF_bin_fixedCR_noLS,42,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,11.388695045359379
J30_9.RCP,0,92.29761904761902,0.486522912979126,PSO_none_none,42,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,8.206559665038347
J30_9.RCP,1,85.29761904761905,0.47844910621643066,PSO_none_none,42,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,0.0
J30_9.RCP,0,86.25,0.40889501571655273,BA_none,42,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,1.1165387299371907
J30_9.RCP,1,85.82142857142857,0.41178393363952637,BA_none,42,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,0.6140963014654507
J30_10.RCP,0,74.65157048940833,0.32481980323791504,DE_rand/2_fixedF_bin_fixedCR_noLS,37,1000,0,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,4.541827778800731
J30_10.RCP,1,78.59751643535428,0.3299849033355713,DE_rand/2_fixedF_bin_fixedCR_noLS,37,1000,1,50,60.0,100.0,0.1,0.9,False,False,rand/2,bin,random,False,5.0,0.3,1.5,0.3,1.0,1.0,,,,,,,,,,,,,,,,,10.067718243008272
J30_10.RCP,0,73.67859751643536,0.47399401664733887,PSO_none_none,37,1000,0,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,3.1792794451605237
J30_10.RCP,1,73.78670562454347,0.4823882579803467,PSO_none_none,37,1000,1,50,60.0,,,,,,,,,,,,,,,,0.729,1.49445,1.49445,none,none,30.0,80.0,0.01,0.9,,,,,,,,3.3306737044538868
J30_10.RCP,0,72.9218407596786,0.4087369441986084,BA_none,37,1000,0,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,2.1195196301070225
J30_10.RCP,1,71.40832724616507,0.40790796279907227,BA_none,37,1000,1,50,60.0,,,,,,,,,,,,,,,,,,,none,,,,,,0.0,2.0,1.0,0.5,0.9,0.9,10.0,0.0
